codigo_mesa	id_eleccion	partido_id	votos	pct_votos_validos	pct_votos_emitidos
037924	10	82	0	0.0	0.0
037926	10	10	93	41.15	38.75
037926	10	8	133	58.85	55.417
037926	10	80	2	0.0	0.833
037926	10	81	12	0.0	5.0
037926	10	82	0	0.0	0.0
037927	10	10	92	46.0	41.441
037927	10	8	108	54.0	48.649
037927	10	80	1	0.0	0.45
037927	10	81	21	0.0	9.459
037927	10	82	0	0.0	0.0
037951	10	10	106	48.624	45.494
037951	10	8	112	51.376	48.069
037951	10	80	1	0.0	0.429
037951	10	81	14	0.0	6.009
037951	10	82	0	0.0	0.0
037952	10	10	86	38.222	34.818
037952	10	8	139	61.778	56.275
037952	10	80	1	0.0	0.405
037952	10	81	21	0.0	8.502
037952	10	82	0	0.0	0.0
037958	10	10	120	50.847	47.809
037958	10	8	116	49.153	46.215
037958	10	80	1	0.0	0.398
037958	10	81	14	0.0	5.578
037958	10	82	0	0.0	0.0
037963	10	10	108	45.188	43.373
037963	10	8	131	54.812	52.61
037963	10	80	0	0.0	0.0
037963	10	81	10	0.0	4.016
037963	10	82	0	0.0	0.0
037974	10	10	81	35.371	33.061
037974	10	8	148	64.629	60.408
037974	10	80	4	0.0	1.633
037974	10	81	12	0.0	4.898
037974	10	82	0	0.0	0.0
037986	10	10	88	37.768	35.06
037986	10	8	145	62.232	57.769
037986	10	80	2	0.0	0.797
037986	10	81	16	0.0	6.375
037986	10	82	0	0.0	0.0
037987	10	10	99	40.244	37.5
037987	10	8	147	59.756	55.682
037987	10	80	1	0.0	0.379
037987	10	81	17	0.0	6.439
037987	10	82	0	0.0	0.0
038036	10	10	99	43.231	40.741
038036	10	8	130	56.769	53.498
038036	10	80	2	0.0	0.823
038036	10	81	12	0.0	4.938
038036	10	82	0	0.0	0.0
038037	10	10	95	42.411	38.306
038037	10	8	129	57.589	52.016
038037	10	80	1	0.0	0.403
038037	10	81	23	0.0	9.274
038037	10	82	0	0.0	0.0
038048	10	10	123	52.119	49.398
038048	10	8	113	47.881	45.382
038048	10	80	3	0.0	1.205
038048	10	81	10	0.0	4.016
038048	10	82	0	0.0	0.0
038061	10	10	110	45.833	43.478
038061	10	8	130	54.167	51.383
038061	10	80	1	0.0	0.395
038061	10	81	12	0.0	4.743
038061	10	82	0	0.0	0.0
038063	10	10	97	44.7	42.174
038063	10	8	120	55.3	52.174
038063	10	80	2	0.0	0.87
038063	10	81	11	0.0	4.783
038063	10	82	0	0.0	0.0
038095	10	10	61	39.869	37.654
038095	10	8	92	60.131	56.79
038095	10	80	1	0.0	0.617
038095	10	81	8	0.0	4.938
038095	10	82	0	0.0	0.0
038119	10	10	87	43.069	42.439
038119	10	8	115	56.931	56.098
038119	10	80	1	0.0	0.488
038119	10	81	2	0.0	0.976
038119	10	82	0	0.0	0.0
038125	10	10	70	40.936	37.634
038125	10	8	101	59.064	54.301
038125	10	80	0	0.0	0.0
038125	10	81	15	0.0	8.065
038125	10	82	0	0.0	0.0
038129	10	10	86	45.026	42.157
038129	10	8	105	54.974	51.471
038129	10	80	1	0.0	0.49
038129	10	81	12	0.0	5.882
038129	10	82	0	0.0	0.0
038130	10	10	92	46.465	44.444
038130	10	8	106	53.535	51.208
038130	10	80	1	0.0	0.483
038130	10	81	8	0.0	3.865
038130	10	82	0	0.0	0.0
038137	10	10	58	32.222	29.293
038137	10	8	121	67.222	61.111
038137	10	80	2	0.0	1.01
038137	10	81	16	0.0	8.081
038137	10	82	1	0.0	0.505
038138	10	10	69	38.122	35.204
038138	10	8	112	61.878	57.143
038138	10	80	0	0.0	0.0
038138	10	81	15	0.0	7.653
038138	10	82	0	0.0	0.0
038139	10	10	81	43.085	39.706
038139	10	8	104	55.319	50.98
038139	10	80	0	0.0	0.0
038139	10	81	16	0.0	7.843
038139	10	82	3	0.0	1.471
038149	10	10	84	39.07	36.052
038149	10	8	131	60.93	56.223
038149	10	80	3	0.0	1.288
038149	10	81	15	0.0	6.438
038149	10	82	0	0.0	0.0
038152	10	10	104	43.882	41.935
038152	10	8	133	56.118	53.629
038152	10	80	2	0.0	0.806
038152	10	81	9	0.0	3.629
038152	10	82	0	0.0	0.0
038155	10	10	91	41.935	38.397
038155	10	8	126	58.065	53.165
038155	10	80	2	0.0	0.844
038155	10	81	18	0.0	7.595
038155	10	82	0	0.0	0.0
038166	10	10	106	44.726	42.742
038166	10	8	131	55.274	52.823
038166	10	80	1	0.0	0.403
038166	10	81	10	0.0	4.032
038166	10	82	0	0.0	0.0
038171	10	10	107	47.982	45.726
038171	10	8	116	52.018	49.573
038171	10	80	1	0.0	0.427
038171	10	81	10	0.0	4.274
038171	10	82	0	0.0	0.0
038172	10	10	120	53.812	51.724
038172	10	8	103	46.188	44.397
038172	10	80	0	0.0	0.0
038172	10	81	9	0.0	3.879
038172	10	82	0	0.0	0.0
038174	10	10	97	43.498	41.631
038174	10	8	126	56.502	54.077
038174	10	80	2	0.0	0.858
038174	10	81	8	0.0	3.433
038174	10	82	0	0.0	0.0
038175	10	10	115	52.511	50.218
038175	10	8	104	47.489	45.415
038175	10	80	0	0.0	0.0
038175	10	81	10	0.0	4.367
038175	10	82	0	0.0	0.0
038199	10	10	76	40.642	38.191
038199	10	8	111	59.358	55.779
038199	10	80	4	0.0	2.01
038199	10	81	8	0.0	4.02
038199	10	82	0	0.0	0.0
038211	10	10	100	38.61	36.765
038211	10	8	159	61.39	58.456
038211	10	80	1	0.0	0.368
038211	10	81	12	0.0	4.412
038211	10	82	0	0.0	0.0
038217	10	10	113	44.314	41.697
038217	10	8	142	55.686	52.399
038217	10	80	1	0.0	0.369
038217	10	81	15	0.0	5.535
038217	10	82	0	0.0	0.0
038223	10	10	107	53.5	50.952
038223	10	8	93	46.5	44.286
038223	10	80	1	0.0	0.476
038223	10	81	9	0.0	4.286
038223	10	82	0	0.0	0.0
038243	10	10	103	47.032	44.397
038243	10	8	116	52.968	50.0
038243	10	80	2	0.0	0.862
038243	10	81	11	0.0	4.741
038243	10	82	0	0.0	0.0
038244	10	10	104	48.826	46.847
038244	10	8	109	51.174	49.099
038244	10	80	3	0.0	1.351
038244	10	81	6	0.0	2.703
038244	10	82	0	0.0	0.0
038245	10	10	101	45.909	45.291
038245	10	8	119	54.091	53.363
038245	10	80	0	0.0	0.0
038245	10	81	3	0.0	1.345
038245	10	82	0	0.0	0.0
038247	10	10	84	39.623	38.889
038247	10	8	128	60.377	59.259
038247	10	80	0	0.0	0.0
038247	10	81	4	0.0	1.852
038247	10	82	0	0.0	0.0
038250	10	10	115	54.762	52.752
038250	10	8	95	45.238	43.578
038250	10	80	0	0.0	0.0
038250	10	81	8	0.0	3.67
038250	10	82	0	0.0	0.0
038254	10	10	92	45.32	45.32
038254	10	8	111	54.68	54.68
038254	10	80	0	0.0	0.0
038254	10	81	0	0.0	0.0
038254	10	82	0	0.0	0.0
038279	10	10	102	47.664	44.934
038279	10	8	112	52.336	49.339
038279	10	80	1	0.0	0.441
038279	10	81	12	0.0	5.286
038279	10	82	0	0.0	0.0
038281	10	10	89	42.18	38.528
038281	10	8	122	57.82	52.814
038281	10	80	0	0.0	0.0
038281	10	81	20	0.0	8.658
038281	10	82	0	0.0	0.0
038282	10	10	107	46.121	44.583
038282	10	8	125	53.879	52.083
038282	10	80	1	0.0	0.417
038282	10	81	7	0.0	2.917
038282	10	82	0	0.0	0.0
038288	10	10	91	43.75	41.553
038288	10	8	117	56.25	53.425
038288	10	80	1	0.0	0.457
038288	10	81	10	0.0	4.566
038288	10	82	0	0.0	0.0
038290	10	10	80	37.383	34.783
038290	10	8	134	62.617	58.261
038290	10	80	1	0.0	0.435
038290	10	81	15	0.0	6.522
038290	10	82	0	0.0	0.0
038298	10	10	114	50.442	48.511
038298	10	8	112	49.558	47.66
038298	10	80	0	0.0	0.0
038298	10	81	9	0.0	3.83
038298	10	82	0	0.0	0.0
038351	10	10	104	48.372	45.415
038351	10	8	111	51.628	48.472
038351	10	80	0	0.0	0.0
038351	10	81	14	0.0	6.114
038351	10	82	0	0.0	0.0
038360	10	10	108	50.467	46.957
038360	10	8	106	49.533	46.087
038360	10	80	2	0.0	0.87
038360	10	81	14	0.0	6.087
038360	10	82	0	0.0	0.0
038361	10	10	90	48.128	43.269
038361	10	8	97	51.872	46.635
038361	10	80	1	0.0	0.481
038361	10	81	20	0.0	9.615
038361	10	82	0	0.0	0.0
038372	10	10	82	40.394	38.679
038372	10	8	121	59.606	57.075
038372	10	80	3	0.0	1.415
038372	10	81	6	0.0	2.83
038372	10	82	0	0.0	0.0
038375	10	10	64	41.558	38.554
038375	10	8	90	58.442	54.217
038375	10	80	0	0.0	0.0
038375	10	81	12	0.0	7.229
038375	10	82	0	0.0	0.0
038405	10	10	92	44.444	38.333
038405	10	8	115	55.556	47.917
038405	10	80	2	0.0	0.833
038405	10	81	31	0.0	12.917
038405	10	82	0	0.0	0.0
038412	10	10	89	40.639	38.696
038412	10	8	130	59.361	56.522
038412	10	80	0	0.0	0.0
038412	10	81	11	0.0	4.783
038412	10	82	0	0.0	0.0
038429	10	10	101	46.544	43.534
038429	10	8	116	53.456	50.0
038429	10	80	0	0.0	0.0
038429	10	81	15	0.0	6.466
038429	10	82	0	0.0	0.0
038462	10	10	102	49.756	48.804
038462	10	8	103	50.244	49.282
038462	10	80	0	0.0	0.0
038462	10	81	4	0.0	1.914
038462	10	82	0	0.0	0.0
038474	10	10	112	50.45	48.696
038474	10	8	110	49.55	47.826
038474	10	80	0	0.0	0.0
038474	10	81	8	0.0	3.478
038474	10	82	0	0.0	0.0
038476	10	10	91	45.274	42.13
038476	10	8	110	54.726	50.926
038476	10	80	0	0.0	0.0
038476	10	81	15	0.0	6.944
038476	10	82	0	0.0	0.0
038489	10	10	110	46.809	44.0
038489	10	8	125	53.191	50.0
038489	10	80	0	0.0	0.0
038489	10	81	15	0.0	6.0
038489	10	82	0	0.0	0.0
038490	10	10	106	46.696	43.802
038490	10	8	121	53.304	50.0
038490	10	80	1	0.0	0.413
038490	10	81	14	0.0	5.785
038490	10	82	0	0.0	0.0
038515	10	10	111	48.684	46.25
038515	10	8	117	51.316	48.75
038515	10	80	0	0.0	0.0
038515	10	81	12	0.0	5.0
038515	10	82	0	0.0	0.0
038520	10	10	123	55.405	41.0
038520	10	8	99	44.595	33.0
038520	10	80	73	0.0	24.333
038520	10	81	5	0.0	1.667
038520	10	82	0	0.0	0.0
038521	10	10	94	45.411	42.534
038521	10	8	113	54.589	51.131
038521	10	80	0	0.0	0.0
038521	10	81	14	0.0	6.335
038521	10	82	0	0.0	0.0
038531	10	10	63	44.366	37.278
038531	10	8	79	55.634	46.746
038531	10	80	2	0.0	1.183
038531	10	81	25	0.0	14.793
038531	10	82	0	0.0	0.0
038538	10	10	101	42.616	40.239
038538	10	8	136	57.384	54.183
038538	10	80	2	0.0	0.797
038538	10	81	12	0.0	4.781
038538	10	82	0	0.0	0.0
038543	10	10	93	43.458	41.704
038543	10	8	121	56.542	54.26
038543	10	80	0	0.0	0.0
038543	10	81	9	0.0	4.036
038543	10	82	0	0.0	0.0
038570	10	10	72	51.799	47.368
038570	10	8	67	48.201	44.079
038570	10	80	0	0.0	0.0
038570	10	81	13	0.0	8.553
038570	10	82	0	0.0	0.0
038580	10	10	84	42.0	39.623
038580	10	8	116	58.0	54.717
038580	10	80	1	0.0	0.472
038580	10	81	11	0.0	5.189
038580	10	82	0	0.0	0.0
038585	10	10	82	40.796	39.806
038585	10	8	119	59.204	57.767
038585	10	80	0	0.0	0.0
038585	10	81	5	0.0	2.427
038585	10	82	0	0.0	0.0
038605	10	10	100	43.103	41.322
038605	10	8	132	56.897	54.545
038605	10	80	0	0.0	0.0
038605	10	81	10	0.0	4.132
038605	10	82	0	0.0	0.0
038606	10	10	104	47.273	43.697
038606	10	8	116	52.727	48.739
038606	10	80	2	0.0	0.84
038606	10	81	16	0.0	6.723
038606	10	82	0	0.0	0.0
038608	10	10	88	45.128	37.931
038608	10	8	107	54.872	46.121
038608	10	80	0	0.0	0.0
038608	10	81	37	0.0	15.948
038608	10	82	0	0.0	0.0
038611	10	10	109	50.23	46.983
038611	10	8	108	49.77	46.552
038611	10	80	2	0.0	0.862
038611	10	81	13	0.0	5.603
038611	10	82	0	0.0	0.0
038614	10	10	123	52.34	51.25
038614	10	8	108	45.957	45.0
038614	10	80	0	0.0	0.0
038614	10	81	5	0.0	2.083
038614	10	82	4	0.0	1.667
038622	10	10	82	41.624	38.318
038622	10	8	115	58.376	53.738
038622	10	80	0	0.0	0.0
038622	10	81	17	0.0	7.944
038622	10	82	0	0.0	0.0
038623	10	10	77	40.741	37.561
038623	10	8	112	59.259	54.634
038623	10	80	2	0.0	0.976
038623	10	81	14	0.0	6.829
038623	10	82	0	0.0	0.0
038630	10	10	98	51.852	47.343
038630	10	8	91	48.148	43.961
038630	10	80	3	0.0	1.449
038630	10	81	15	0.0	7.246
038630	10	82	0	0.0	0.0
038641	10	10	78	39.796	35.78
038641	10	8	118	60.204	54.128
038641	10	80	2	0.0	0.917
038641	10	81	20	0.0	9.174
038641	10	82	0	0.0	0.0
038649	10	10	99	44.0	42.489
038649	10	8	126	56.0	54.077
038649	10	80	0	0.0	0.0
038649	10	81	8	0.0	3.433
038649	10	82	0	0.0	0.0
038650	10	10	93	41.518	39.574
038650	10	8	131	58.482	55.745
038650	10	80	2	0.0	0.851
038650	10	81	9	0.0	3.83
038650	10	82	0	0.0	0.0
038662	10	10	79	37.441	34.802
038662	10	8	132	62.559	58.15
038662	10	80	0	0.0	0.0
038662	10	81	16	0.0	7.048
038662	10	82	0	0.0	0.0
038665	10	10	53	29.775	27.895
038665	10	8	125	70.225	65.789
038665	10	80	0	0.0	0.0
038665	10	81	12	0.0	6.316
038665	10	82	0	0.0	0.0
038666	10	10	75	29.183	25.0
038666	10	8	182	70.817	60.667
038666	10	80	32	0.0	10.667
038666	10	81	11	0.0	3.667
038666	10	82	0	0.0	0.0
038669	10	10	79	33.475	30.859
038669	10	8	155	65.678	60.547
038669	10	80	0	0.0	0.0
038669	10	81	20	0.0	7.813
038669	10	82	2	0.0	0.781
038672	10	10	85	33.73	32.692
038672	10	8	167	66.27	64.231
038672	10	80	0	0.0	0.0
038672	10	81	8	0.0	3.077
038672	10	82	0	0.0	0.0
038711	10	10	95	47.739	44.393
038711	10	8	104	52.261	48.598
038711	10	80	0	0.0	0.0
038711	10	81	15	0.0	7.009
038711	10	82	0	0.0	0.0
038733	10	10	99	47.368	43.421
038733	10	8	110	52.632	48.246
038733	10	80	0	0.0	0.0
038733	10	81	19	0.0	8.333
038733	10	82	0	0.0	0.0
038742	10	10	96	40.336	38.4
038742	10	8	142	59.664	56.8
038742	10	80	1	0.0	0.4
038742	10	81	11	0.0	4.4
038742	10	82	0	0.0	0.0
038767	10	10	97	48.259	43.891
038767	10	8	104	51.741	47.059
038767	10	80	1	0.0	0.452
038767	10	81	19	0.0	8.597
038767	10	82	0	0.0	0.0
038771	10	10	102	52.308	48.113
038771	10	8	93	47.692	43.868
038771	10	80	1	0.0	0.472
038771	10	81	16	0.0	7.547
038771	10	82	0	0.0	0.0
038790	10	10	91	43.128	41.176
038790	10	8	120	56.872	54.299
038790	10	80	0	0.0	0.0
038790	10	81	10	0.0	4.525
038790	10	82	0	0.0	0.0
038807	10	10	98	50.777	47.805
038807	10	8	95	49.223	46.341
038807	10	80	3	0.0	1.463
038807	10	81	9	0.0	4.39
038807	10	82	0	0.0	0.0
038872	10	10	65	27.083	27.083
038872	10	8	175	72.917	72.917
038872	10	80	0	0.0	0.0
038872	10	81	0	0.0	0.0
038872	10	82	0	0.0	0.0
038893	10	10	52	23.636	22.414
038893	10	8	167	75.909	71.983
038893	10	80	0	0.0	0.0
038893	10	81	12	0.0	5.172
038893	10	82	1	0.0	0.431
038915	10	10	78	33.913	33.766
038915	10	8	152	66.087	65.801
038915	10	80	1	0.0	0.433
038915	10	81	0	0.0	0.0
038915	10	82	0	0.0	0.0
038926	10	10	68	29.31	28.099
038926	10	8	163	70.259	67.355
038926	10	80	2	0.0	0.826
038926	10	81	8	0.0	3.306
038926	10	82	1	0.0	0.413
038960	10	10	58	25.551	24.473
038960	10	8	168	74.009	70.886
038960	10	80	3	0.0	1.266
038960	10	81	7	0.0	2.954
038960	10	82	1	0.0	0.422
039063	10	10	79	33.475	31.855
039063	10	8	156	66.102	62.903
039063	10	80	0	0.0	0.0
039063	10	81	12	0.0	4.839
039063	10	82	1	0.0	0.403
039077	10	10	73	31.197	29.317
039077	10	8	160	68.376	64.257
039077	10	80	2	0.0	0.803
039077	10	81	13	0.0	5.221
039077	10	82	1	0.0	0.402
039132	10	10	63	30.583	27.632
039132	10	8	143	69.417	62.719
039132	10	80	0	0.0	0.0
039132	10	81	22	0.0	9.649
039132	10	82	0	0.0	0.0
039261	10	10	108	41.699	39.852
039261	10	8	151	58.301	55.72
039261	10	80	0	0.0	0.0
039261	10	81	12	0.0	4.428
039261	10	82	0	0.0	0.0
039286	10	10	100	45.249	33.333
039286	10	8	121	54.751	40.333
039286	10	80	63	0.0	21.0
039286	10	81	16	0.0	5.333
039286	10	82	0	0.0	0.0
039313	10	10	104	43.515	40.945
039313	10	8	135	56.485	53.15
039313	10	80	0	0.0	0.0
039313	10	81	15	0.0	5.906
039313	10	82	0	0.0	0.0
039339	10	10	90	37.657	35.857
039339	10	8	149	62.343	59.363
039339	10	80	0	0.0	0.0
039339	10	81	12	0.0	4.781
039339	10	82	0	0.0	0.0
039344	10	10	103	52.02	49.519
039344	10	8	95	47.98	45.673
039344	10	80	3	0.0	1.442
039344	10	81	7	0.0	3.365
039344	10	82	0	0.0	0.0
039351	10	10	62	38.272	20.667
039351	10	8	100	61.728	33.333
039351	10	80	87	0.0	29.0
039351	10	81	51	0.0	17.0
039351	10	82	0	0.0	0.0
039352	10	10	107	51.942	48.636
039352	10	8	99	48.058	45.0
039352	10	80	0	0.0	0.0
039352	10	81	14	0.0	6.364
039352	10	82	0	0.0	0.0
039357	10	10	97	48.259	32.333
039357	10	8	104	51.741	34.667
039357	10	80	87	0.0	29.0
039357	10	81	12	0.0	4.0
039357	10	82	0	0.0	0.0
039410	10	10	192	60.568	57.485
039410	10	8	125	39.432	37.425
039410	10	80	1	0.0	0.299
039410	10	81	16	0.0	4.79
039410	10	82	0	0.0	0.0
039474	10	10	84	35.897	33.6
039474	10	8	149	63.675	59.6
039474	10	80	2	0.0	0.8
039474	10	81	14	0.0	5.6
039474	10	82	1	0.0	0.4
039501	10	10	56	33.735	30.939
039501	10	8	109	65.663	60.221
039501	10	80	2	0.0	1.105
039501	10	81	13	0.0	7.182
039501	10	82	1	0.0	0.552
039546	10	10	90	44.118	40.0
039546	10	8	110	53.922	48.889
039546	10	80	0	0.0	0.0
039546	10	81	21	0.0	9.333
039546	10	82	4	0.0	1.778
039594	10	10	100	46.296	43.668
039594	10	8	115	53.241	50.218
039594	10	80	0	0.0	0.0
039594	10	81	13	0.0	5.677
039594	10	82	1	0.0	0.437
039709	10	10	96	48.0	32.0
039709	10	8	104	52.0	34.667
039709	10	80	84	0.0	28.0
039709	10	81	16	0.0	5.333
039709	10	82	0	0.0	0.0
039763	10	10	108	51.923	36.0
039763	10	8	100	48.077	33.333
039763	10	80	75	0.0	25.0
039763	10	81	17	0.0	5.667
039763	10	82	0	0.0	0.0
039900	10	10	102	42.149	39.689
039900	10	8	140	57.851	54.475
039900	10	80	1	0.0	0.389
039900	10	81	14	0.0	5.447
039900	10	82	0	0.0	0.0
039921	10	10	102	42.678	34.343
039921	10	8	137	57.322	46.128
039921	10	80	45	0.0	15.152
039921	10	81	13	0.0	4.377
039921	10	82	0	0.0	0.0
039964	10	10	89	42.381	39.732
039964	10	8	121	57.619	54.018
039964	10	80	2	0.0	0.893
039964	10	81	12	0.0	5.357
039964	10	82	0	0.0	0.0
040098	10	10	93	32.292	31.104
040098	10	8	128	44.444	42.809
040098	10	80	1	0.0	0.334
040098	10	81	10	0.0	3.344
040098	10	82	67	0.0	22.408
040122	10	10	81	33.061	31.274
040122	10	8	163	66.531	62.934
040122	10	80	0	0.0	0.0
040122	10	81	14	0.0	5.405
040122	10	82	1	0.0	0.386
040157	10	10	96	41.921	39.669
040157	10	8	132	57.642	54.545
040157	10	80	1	0.0	0.413
040157	10	81	12	0.0	4.959
040157	10	82	1	0.0	0.413
040198	10	10	96	42.478	32.107
040198	10	8	130	57.522	43.478
040198	10	80	55	0.0	18.395
040198	10	81	18	0.0	6.02
040198	10	82	0	0.0	0.0
040267	10	10	78	31.325	29.885
040267	10	8	171	68.675	65.517
040267	10	80	2	0.0	0.766
040267	10	81	10	0.0	3.831
040267	10	82	0	0.0	0.0
040274	10	10	77	33.333	30.924
040274	10	8	154	66.667	61.847
040274	10	80	0	0.0	0.0
040274	10	81	18	0.0	7.229
040274	10	82	0	0.0	0.0
040285	10	10	91	38.889	30.435
040285	10	8	143	61.111	47.826
040285	10	80	50	0.0	16.722
040285	10	81	15	0.0	5.017
040285	10	82	0	0.0	0.0
040316	10	10	84	35.745	28.094
040316	10	8	151	64.255	50.502
040316	10	80	54	0.0	18.06
040316	10	81	10	0.0	3.344
040316	10	82	0	0.0	0.0
040401	10	10	105	39.924	38.745
040401	10	8	158	60.076	58.303
040401	10	80	1	0.0	0.369
040401	10	81	7	0.0	2.583
040401	10	82	0	0.0	0.0
040402	10	10	83	41.089	38.073
040402	10	8	119	58.911	54.587
040402	10	80	5	0.0	2.294
040402	10	81	11	0.0	5.046
040402	10	82	0	0.0	0.0
040487	10	10	84	41.791	38.71
040487	10	8	117	58.209	53.917
040487	10	80	2	0.0	0.922
040487	10	81	14	0.0	6.452
040487	10	82	0	0.0	0.0
040515	10	10	90	40.909	38.627
040515	10	8	130	59.091	55.794
040515	10	80	0	0.0	0.0
040515	10	81	13	0.0	5.579
040515	10	82	0	0.0	0.0
040517	10	10	84	38.009	35.897
040517	10	8	137	61.991	58.547
040517	10	80	1	0.0	0.427
040517	10	81	12	0.0	5.128
040517	10	82	0	0.0	0.0
040578	10	10	83	37.557	35.776
040578	10	8	138	62.443	59.483
040578	10	80	3	0.0	1.293
040578	10	81	8	0.0	3.448
040578	10	82	0	0.0	0.0
040747	10	10	74	34.742	31.76
040747	10	8	138	64.789	59.227
040747	10	80	1	0.0	0.429
040747	10	81	19	0.0	8.155
040747	10	82	1	0.0	0.429
040773	10	10	70	36.458	33.816
040773	10	8	122	63.542	58.937
040773	10	80	2	0.0	0.966
040773	10	81	13	0.0	6.28
040773	10	82	0	0.0	0.0
040779	10	10	76	39.175	36.538
040779	10	8	118	60.825	56.731
040779	10	80	0	0.0	0.0
040779	10	81	14	0.0	6.731
040779	10	82	0	0.0	0.0
040788	10	10	91	37.295	30.435
040788	10	8	153	62.705	51.171
040788	10	80	37	0.0	12.375
040788	10	81	18	0.0	6.02
040788	10	82	0	0.0	0.0
040796	10	10	90	38.961	36.585
040796	10	8	141	61.039	57.317
040796	10	80	2	0.0	0.813
040796	10	81	13	0.0	5.285
040796	10	82	0	0.0	0.0
040806	10	10	102	40.0	38.202
040806	10	8	152	59.608	56.929
040806	10	80	2	0.0	0.749
040806	10	81	10	0.0	3.745
040806	10	82	1	0.0	0.375
040815	10	10	71	33.491	31.416
040815	10	8	141	66.509	62.389
040815	10	80	2	0.0	0.885
040815	10	81	12	0.0	5.31
040815	10	82	0	0.0	0.0
040933	10	10	120	50.42	47.809
040933	10	8	118	49.58	47.012
040933	10	80	1	0.0	0.398
040933	10	81	12	0.0	4.781
040933	10	82	0	0.0	0.0
040942	10	10	77	31.818	31.048
040942	10	8	158	65.289	63.71
040942	10	80	3	0.0	1.21
040942	10	81	3	0.0	1.21
040942	10	82	7	0.0	2.823
040987	10	10	85	38.991	36.481
040987	10	8	132	60.55	56.652
040987	10	80	0	0.0	0.0
040987	10	81	15	0.0	6.438
040987	10	82	1	0.0	0.429
041008	10	10	81	37.674	36.818
041008	10	8	129	60.0	58.636
041008	10	80	0	0.0	0.0
041008	10	81	5	0.0	2.273
041008	10	82	5	0.0	2.273
041009	10	10	91	39.912	37.143
041009	10	8	137	60.088	55.918
041009	10	80	2	0.0	0.816
041009	10	81	15	0.0	6.122
041009	10	82	0	0.0	0.0
041012	10	10	76	34.234	25.418
041012	10	8	146	65.766	48.829
041012	10	80	66	0.0	22.074
041012	10	81	11	0.0	3.679
041012	10	82	0	0.0	0.0
041013	10	10	80	36.866	26.756
041013	10	8	137	63.134	45.819
041013	10	80	63	0.0	21.07
041013	10	81	19	0.0	6.355
041013	10	82	0	0.0	0.0
041079	10	10	94	36.154	36.154
041079	10	8	151	58.077	58.077
041079	10	80	0	0.0	0.0
041079	10	81	0	0.0	0.0
041079	10	82	15	0.0	5.769
041152	10	10	75	36.408	33.937
041152	10	8	131	63.592	59.276
041152	10	80	1	0.0	0.452
041152	10	81	14	0.0	6.335
041152	10	82	0	0.0	0.0
041182	10	10	76	34.545	25.418
041182	10	8	144	65.455	48.161
041182	10	80	76	0.0	25.418
041182	10	81	3	0.0	1.003
041182	10	82	0	0.0	0.0
041276	10	10	71	24.567	23.746
041276	10	8	128	44.291	42.809
041276	10	80	1	0.0	0.334
041276	10	81	9	0.0	3.01
041276	10	82	90	0.0	30.1
041309	10	10	65	29.545	28.761
041309	10	8	154	70.0	68.142
041309	10	80	1	0.0	0.442
041309	10	81	5	0.0	2.212
041309	10	82	1	0.0	0.442
041314	10	10	76	36.893	35.023
041314	10	8	130	63.107	59.908
041314	10	80	3	0.0	1.382
041314	10	81	8	0.0	3.687
041314	10	82	0	0.0	0.0
041360	10	10	72	37.895	35.821
041360	10	8	118	62.105	58.706
041360	10	80	0	0.0	0.0
041360	10	81	11	0.0	5.473
041360	10	82	0	0.0	0.0
041390	10	10	97	46.635	32.441
041390	10	8	111	53.365	37.124
041390	10	80	82	0.0	27.425
041390	10	81	9	0.0	3.01
041390	10	82	0	0.0	0.0
041438	10	10	91	43.333	41.176
041438	10	8	119	56.667	53.846
041438	10	80	0	0.0	0.0
041438	10	81	11	0.0	4.977
041438	10	82	0	0.0	0.0
041570	10	10	99	42.128	38.824
041570	10	8	136	57.872	53.333
041570	10	80	0	0.0	0.0
041570	10	81	20	0.0	7.843
041570	10	82	0	0.0	0.0
041635	10	10	46	19.167	18.182
041635	10	8	193	80.417	76.285
041635	10	80	1	0.0	0.395
041635	10	81	12	0.0	4.743
041635	10	82	1	0.0	0.395
041637	10	10	67	26.172	25.188
041637	10	8	189	73.828	71.053
041637	10	80	0	0.0	0.0
041637	10	81	10	0.0	3.759
041637	10	82	0	0.0	0.0
041657	10	10	62	29.952	28.311
041657	10	8	145	70.048	66.21
041657	10	80	0	0.0	0.0
041657	10	81	12	0.0	5.479
041657	10	82	0	0.0	0.0
041694	10	10	70	31.111	23.411
041694	10	8	155	68.889	51.839
041694	10	80	57	0.0	19.064
041694	10	81	17	0.0	5.686
041694	10	82	0	0.0	0.0
041701	10	10	78	32.5	29.885
041701	10	8	162	67.5	62.069
041701	10	80	0	0.0	0.0
041701	10	81	21	0.0	8.046
041701	10	82	0	0.0	0.0
041707	10	10	76	32.203	30.04
041707	10	8	160	67.797	63.241
041707	10	80	2	0.0	0.791
041707	10	81	15	0.0	5.929
041707	10	82	0	0.0	0.0
041760	10	10	60	25.974	25.0
041760	10	8	169	73.16	70.417
041760	10	80	0	0.0	0.0
041760	10	81	9	0.0	3.75
041760	10	82	2	0.0	0.833
041828	10	10	77	33.921	32.218
041828	10	8	150	66.079	62.762
041828	10	80	2	0.0	0.837
041828	10	81	10	0.0	4.184
041828	10	82	0	0.0	0.0
041864	10	10	78	32.773	30.469
041864	10	8	156	65.546	60.938
041864	10	80	2	0.0	0.781
041864	10	81	16	0.0	6.25
041864	10	82	4	0.0	1.563
