ubigeo	ambito	departamento	provincia	distrito	continente	pais	ciudad
050112	peru	AYACUCHO	HUAMANGA	SOCOS			
050110	peru	AYACUCHO	HUAMANGA	TAMBILLO			
050109	peru	AYACUCHO	HUAMANGA	VINCHOS			
050804	peru	AYACUCHO	HUANCA SANCOS	CARAPO			
050802	peru	AYACUCHO	HUANCA SANCOS	SACSAMARCA			
050801	peru	AYACUCHO	HUANCA SANCOS	SANCOS			
050803	peru	AYACUCHO	HUANCA SANCOS	SANTIAGO DE LUCANAMARCA			
050302	peru	AYACUCHO	HUANTA	AYAHUANCO			
050310	peru	AYACUCHO	HUANTA	CANAYRE			
050313	peru	AYACUCHO	HUANTA	CHACA			
050303	peru	AYACUCHO	HUANTA	HUAMANGUILLA			
050301	peru	AYACUCHO	HUANTA	HUANTA			
050304	peru	AYACUCHO	HUANTA	IGUAIN			
050309	peru	AYACUCHO	HUANTA	LLOCHEGUA			
050305	peru	AYACUCHO	HUANTA	LURICOCHA			
050312	peru	AYACUCHO	HUANTA	PUCACOLPA			
050314	peru	AYACUCHO	HUANTA	PUTIS			
050307	peru	AYACUCHO	HUANTA	SANTILLANA			
050308	peru	AYACUCHO	HUANTA	SIVIA			
050311	peru	AYACUCHO	HUANTA	UCHURACCAY			
050410	peru	AYACUCHO	LA MAR	ANCHIHUAY			
050402	peru	AYACUCHO	LA MAR	ANCO			
050403	peru	AYACUCHO	LA MAR	AYNA			
050404	peru	AYACUCHO	LA MAR	CHILCAS			
050405	peru	AYACUCHO	LA MAR	CHUNGUI			
050407	peru	AYACUCHO	LA MAR	LUIS CARRANZA			
050414	peru	AYACUCHO	LA MAR	NINABAMBA			
050411	peru	AYACUCHO	LA MAR	ORONCCOY			
050413	peru	AYACUCHO	LA MAR	PATIBAMBA			
050415	peru	AYACUCHO	LA MAR	RÍO MAGDALENA			
050409	peru	AYACUCHO	LA MAR	SAMUGARI			
050401	peru	AYACUCHO	LA MAR	SAN MIGUEL			
050408	peru	AYACUCHO	LA MAR	SANTA ROSA			
050406	peru	AYACUCHO	LA MAR	TAMBO			
050412	peru	AYACUCHO	LA MAR	UNIÓN PROGRESO			
050502	peru	AYACUCHO	LUCANAS	AUCARA			
050503	peru	AYACUCHO	LUCANAS	CABANA			
050504	peru	AYACUCHO	LUCANAS	CARMEN SALCEDO			
050506	peru	AYACUCHO	LUCANAS	CHAVIÑA			
050508	peru	AYACUCHO	LUCANAS	CHIPAO			
050510	peru	AYACUCHO	LUCANAS	HUAC-HUAS			
050511	peru	AYACUCHO	LUCANAS	LARAMATE			
050512	peru	AYACUCHO	LUCANAS	LEONCIO PRADO			
050514	peru	AYACUCHO	LUCANAS	LLAUTA			
050513	peru	AYACUCHO	LUCANAS	LUCANAS			
050516	peru	AYACUCHO	LUCANAS	OCAÑA			
050517	peru	AYACUCHO	LUCANAS	OTOCA			
050501	peru	AYACUCHO	LUCANAS	PUQUIO			
050529	peru	AYACUCHO	LUCANAS	SAISA			
050532	peru	AYACUCHO	LUCANAS	SAN CRISTÓBAL			
050521	peru	AYACUCHO	LUCANAS	SAN JUAN			
050522	peru	AYACUCHO	LUCANAS	SAN PEDRO			
050531	peru	AYACUCHO	LUCANAS	SAN PEDRO DE PALCO			
050520	peru	AYACUCHO	LUCANAS	SANCOS			
050524	peru	AYACUCHO	LUCANAS	SANTA ANA DE HUAYCAHUACHO			
050525	peru	AYACUCHO	LUCANAS	SANTA LUCÍA			
050605	peru	AYACUCHO	PARINACOCHAS	CHUMPI			
050601	peru	AYACUCHO	PARINACOCHAS	CORACORA			
050604	peru	AYACUCHO	PARINACOCHAS	CORONEL CASTAÑEDA			
050608	peru	AYACUCHO	PARINACOCHAS	PACAPAUSA			
050611	peru	AYACUCHO	PARINACOCHAS	PULLO			
050612	peru	AYACUCHO	PARINACOCHAS	PUYUSCA			
050615	peru	AYACUCHO	PARINACOCHAS	SAN FRANCISCO DE RIVACAYCO			
050616	peru	AYACUCHO	PARINACOCHAS	UPAHUACHO			
051002	peru	AYACUCHO	PÁUCAR DEL SARA SARA	COLTA			
051003	peru	AYACUCHO	PÁUCAR DEL SARA SARA	CORCULLA			
051004	peru	AYACUCHO	PÁUCAR DEL SARA SARA	LAMPA			
051005	peru	AYACUCHO	PÁUCAR DEL SARA SARA	MARCABAMBA			
051006	peru	AYACUCHO	PÁUCAR DEL SARA SARA	OYOLO			
051007	peru	AYACUCHO	PÁUCAR DEL SARA SARA	PARARCA			
051001	peru	AYACUCHO	PÁUCAR DEL SARA SARA	PAUSA			
051008	peru	AYACUCHO	PÁUCAR DEL SARA SARA	SAN JAVIER DE ALPABAMBA			
051009	peru	AYACUCHO	PÁUCAR DEL SARA SARA	SAN JOSÉ DE USHUA			
051010	peru	AYACUCHO	PÁUCAR DEL SARA SARA	SARA SARA			
051102	peru	AYACUCHO	SUCRE	BELÉN			
051103	peru	AYACUCHO	SUCRE	CHALCOS			
051110	peru	AYACUCHO	SUCRE	CHILCAYOC			
051109	peru	AYACUCHO	SUCRE	HUACAÑA			
051111	peru	AYACUCHO	SUCRE	MORCOLLA			
051105	peru	AYACUCHO	SUCRE	PAICO			
051101	peru	AYACUCHO	SUCRE	QUEROBAMBA			
051107	peru	AYACUCHO	SUCRE	SAN PEDRO DE LARCAY			
051104	peru	AYACUCHO	SUCRE	SAN SALVADOR DE QUIJE			
051106	peru	AYACUCHO	SUCRE	SANTIAGO DE PAUCARAY			
051108	peru	AYACUCHO	SUCRE	SORAS			
050903	peru	AYACUCHO	VILCAS HUAMÁN	ACCOMARCA			
050904	peru	AYACUCHO	VILCAS HUAMÁN	CARHUANCA			
050905	peru	AYACUCHO	VILCAS HUAMÁN	CONCEPCIÓN			
050906	peru	AYACUCHO	VILCAS HUAMÁN	HUAMBALPA			
050908	peru	AYACUCHO	VILCAS HUAMÁN	INDEPENDENCIA			
050907	peru	AYACUCHO	VILCAS HUAMÁN	SAURAMA			
050901	peru	AYACUCHO	VILCAS HUAMÁN	VILCAS HUAMÁN			
050902	peru	AYACUCHO	VILCAS HUAMÁN	VISCHONGO			
050702	peru	AYACUCHO	VÍCTOR FAJARDO	ALCAMENCA			
050703	peru	AYACUCHO	VÍCTOR FAJARDO	APONGO			
050715	peru	AYACUCHO	VÍCTOR FAJARDO	ASQUIPATA			
050704	peru	AYACUCHO	VÍCTOR FAJARDO	CANARIA			
050706	peru	AYACUCHO	VÍCTOR FAJARDO	CAYARA			
050707	peru	AYACUCHO	VÍCTOR FAJARDO	COLCA			
050708	peru	AYACUCHO	VÍCTOR FAJARDO	HUALLA			
050709	peru	AYACUCHO	VÍCTOR FAJARDO	HUAMANQUIQUIA			
050701	peru	AYACUCHO	VÍCTOR FAJARDO	HUANCAPI			
050710	peru	AYACUCHO	VÍCTOR FAJARDO	HUANCARAYLLA			
050713	peru	AYACUCHO	VÍCTOR FAJARDO	SARHUA			
050714	peru	AYACUCHO	VÍCTOR FAJARDO	VILCANCHOS			
060202	peru	CAJAMARCA	CAJABAMBA	CACHACHI			
060201	peru	CAJAMARCA	CAJABAMBA	CAJABAMBA			
060203	peru	CAJAMARCA	CAJABAMBA	CONDEBAMBA			
060205	peru	CAJAMARCA	CAJABAMBA	SITACOCHA			
060102	peru	CAJAMARCA	CAJAMARCA	ASUNCIÓN			
060101	peru	CAJAMARCA	CAJAMARCA	CAJAMARCA			
060104	peru	CAJAMARCA	CAJAMARCA	CHETILLA			
060103	peru	CAJAMARCA	CAJAMARCA	COSPAN			
060105	peru	CAJAMARCA	CAJAMARCA	ENCAÑADA			
060106	peru	CAJAMARCA	CAJAMARCA	JESÚS			
060108	peru	CAJAMARCA	CAJAMARCA	LLACANORA			
060107	peru	CAJAMARCA	CAJAMARCA	LOS BAÑOS DEL INCA			
060109	peru	CAJAMARCA	CAJAMARCA	MAGDALENA			
060110	peru	CAJAMARCA	CAJAMARCA	MATARA			
060111	peru	CAJAMARCA	CAJAMARCA	NAMORA			
060112	peru	CAJAMARCA	CAJAMARCA	SAN JUAN			
060301	peru	CAJAMARCA	CELENDÍN	CELENDÍN			
060303	peru	CAJAMARCA	CELENDÍN	CHUMUCH			
060302	peru	CAJAMARCA	CELENDÍN	CORTEGANA			
060304	peru	CAJAMARCA	CELENDÍN	HUASMÍN			
060305	peru	CAJAMARCA	CELENDÍN	JORGE CHÁVEZ			
060306	peru	CAJAMARCA	CELENDÍN	JOSÉ GÁLVEZ			
060312	peru	CAJAMARCA	CELENDÍN	LA LIBERTAD DE PALLÁN			
060307	peru	CAJAMARCA	CELENDÍN	MIGUEL IGLESIAS			
060308	peru	CAJAMARCA	CELENDÍN	OXAMARCA			
060309	peru	CAJAMARCA	CELENDÍN	SOROCHUCO			
060310	peru	CAJAMARCA	CELENDÍN	SUCRE			
060311	peru	CAJAMARCA	CELENDÍN	UTCO			
060602	peru	CAJAMARCA	CHOTA	ANGUÍA			
060605	peru	CAJAMARCA	CHOTA	CHADÍN			
060619	peru	CAJAMARCA	CHOTA	CHALAMARCA			
060606	peru	CAJAMARCA	CHOTA	CHIGUIRIP			
060607	peru	CAJAMARCA	CHOTA	CHIMBÁN			
060618	peru	CAJAMARCA	CHOTA	CHOROPAMPA			
060601	peru	CAJAMARCA	CHOTA	CHOTA			
060603	peru	CAJAMARCA	CHOTA	COCHABAMBA			
060604	peru	CAJAMARCA	CHOTA	CONCHÁN			
060608	peru	CAJAMARCA	CHOTA	HUAMBOS			
060609	peru	CAJAMARCA	CHOTA	LAJAS			
060610	peru	CAJAMARCA	CHOTA	LLAMA			
060611	peru	CAJAMARCA	CHOTA	MIRACOSTA			
060612	peru	CAJAMARCA	CHOTA	PACCHA			
060613	peru	CAJAMARCA	CHOTA	PIÓN			
060614	peru	CAJAMARCA	CHOTA	QUEROCOTO			
060617	peru	CAJAMARCA	CHOTA	SAN JUAN DE LICUPIS			
060615	peru	CAJAMARCA	CHOTA	TACABAMBA			
060616	peru	CAJAMARCA	CHOTA	TOCMOCHE			
060403	peru	CAJAMARCA	CONTUMAZA	CHILETE			
060401	peru	CAJAMARCA	CONTUMAZA	CONTUMAZA			
060406	peru	CAJAMARCA	CONTUMAZA	CUPISNIQUE			
060404	peru	CAJAMARCA	CONTUMAZA	GUZMANGO			
060405	peru	CAJAMARCA	CONTUMAZA	SAN BENITO			
060409	peru	CAJAMARCA	CONTUMAZA	SANTA CRUZ DE TOLED			
060407	peru	CAJAMARCA	CONTUMAZA	TANTARICA			
060408	peru	CAJAMARCA	CONTUMAZA	YONÁN			
060502	peru	CAJAMARCA	CUTERVO	CALLAYUC			
060504	peru	CAJAMARCA	CUTERVO	CHOROS			
060503	peru	CAJAMARCA	CUTERVO	CUJILLO			
060501	peru	CAJAMARCA	CUTERVO	CUTERVO			
060505	peru	CAJAMARCA	CUTERVO	LA RAMADA			
060506	peru	CAJAMARCA	CUTERVO	PIMPINGOS			
060507	peru	CAJAMARCA	CUTERVO	QUEROCOTILLO			
060508	peru	CAJAMARCA	CUTERVO	SAN ANDRÉS DE CUTERVO			
060509	peru	CAJAMARCA	CUTERVO	SAN JUAN DE CUTERVO			
060510	peru	CAJAMARCA	CUTERVO	SAN LUIS DE LUCMA			
060511	peru	CAJAMARCA	CUTERVO	SANTA CRUZ			
060512	peru	CAJAMARCA	CUTERVO	SANTO DOMINGO DE LA CAPILLA			
060513	peru	CAJAMARCA	CUTERVO	SANTO TOMÁS			
060514	peru	CAJAMARCA	CUTERVO	SOCOTA			
060515	peru	CAJAMARCA	CUTERVO	TORIBIO CASANOVA			
060701	peru	CAJAMARCA	HUALGAYOC	BAMBAMARCA			
060702	peru	CAJAMARCA	HUALGAYOC	CHUGUR			
060703	peru	CAJAMARCA	HUALGAYOC	HUALGAYOC			
060802	peru	CAJAMARCA	JAÉN	BELLAVISTA			
060804	peru	CAJAMARCA	JAÉN	CHONTALÍ			
060803	peru	CAJAMARCA	JAÉN	COLASAY			
060812	peru	CAJAMARCA	JAÉN	HUABAL			
060801	peru	CAJAMARCA	JAÉN	JAÉN			
060811	peru	CAJAMARCA	JAÉN	LAS PIRIAS			
060805	peru	CAJAMARCA	JAÉN	POMAHUACA			
060806	peru	CAJAMARCA	JAÉN	PUCARA			
060807	peru	CAJAMARCA	JAÉN	SALLIQUE			
060808	peru	CAJAMARCA	JAÉN	SAN FELIPE			
060809	peru	CAJAMARCA	JAÉN	SAN JOSÉ DEL ALTO			
060810	peru	CAJAMARCA	JAÉN	SANTA ROSA			
061102	peru	CAJAMARCA	SAN IGNACIO	CHIRINOS			
061103	peru	CAJAMARCA	SAN IGNACIO	HUARANGO			
061105	peru	CAJAMARCA	SAN IGNACIO	LA COIPA			
061104	peru	CAJAMARCA	SAN IGNACIO	NAMBALLE			
061101	peru	CAJAMARCA	SAN IGNACIO	SAN IGNACIO			
061106	peru	CAJAMARCA	SAN IGNACIO	SAN JOSÉ DE LOURDES			
061107	peru	CAJAMARCA	SAN IGNACIO	TABACONAS			
061207	peru	CAJAMARCA	SAN MARCOS	CHANCAY			
061205	peru	CAJAMARCA	SAN MARCOS	EDUARDO VILLANUEVA			
061203	peru	CAJAMARCA	SAN MARCOS	GREGORIO PITA			
061202	peru	CAJAMARCA	SAN MARCOS	ICHOCÁN			
061204	peru	CAJAMARCA	SAN MARCOS	JOSÉ MANUEL QUIRÓZ			
061206	peru	CAJAMARCA	SAN MARCOS	JOSÉ SABOGAL			
061201	peru	CAJAMARCA	SAN MARCOS	PEDRO GÁLVEZ			
061013	peru	CAJAMARCA	SAN MIGUEL	BOLÍVAR			
061002	peru	CAJAMARCA	SAN MIGUEL	CALQUIS			
061012	peru	CAJAMARCA	SAN MIGUEL	CATILLUC			
061009	peru	CAJAMARCA	SAN MIGUEL	EL PRADO			
061003	peru	CAJAMARCA	SAN MIGUEL	LA FLORIDA			
061004	peru	CAJAMARCA	SAN MIGUEL	LLAPA			
061005	peru	CAJAMARCA	SAN MIGUEL	NANCHOC			
061006	peru	CAJAMARCA	SAN MIGUEL	NIEPOS			
061007	peru	CAJAMARCA	SAN MIGUEL	SAN GREGORIO			
061001	peru	CAJAMARCA	SAN MIGUEL	SAN MIGUEL			
061008	peru	CAJAMARCA	SAN MIGUEL	SAN SILVESTRE DE COCHAN			
061011	peru	CAJAMARCA	SAN MIGUEL	TONGOD			
061010	peru	CAJAMARCA	SAN MIGUEL	UNIÓN AGUA BLANCA			
061302	peru	CAJAMARCA	SAN PABLO	SAN BERNARDINO			
061303	peru	CAJAMARCA	SAN PABLO	SAN LUIS			
061301	peru	CAJAMARCA	SAN PABLO	SAN PABLO			
061304	peru	CAJAMARCA	SAN PABLO	TUMBADÉN			
060910	peru	CAJAMARCA	SANTA CRUZ	ANDABAMBA			
060902	peru	CAJAMARCA	SANTA CRUZ	CATACHE			
060903	peru	CAJAMARCA	SANTA CRUZ	CHANCAYBAÑOS			
060904	peru	CAJAMARCA	SANTA CRUZ	LA ESPERANZA			
060905	peru	CAJAMARCA	SANTA CRUZ	NINABAMBA			
060906	peru	CAJAMARCA	SANTA CRUZ	PULÁN			
060901	peru	CAJAMARCA	SANTA CRUZ	SANTA CRUZ			
060911	peru	CAJAMARCA	SANTA CRUZ	SAUCEPAMPA			
060907	peru	CAJAMARCA	SANTA CRUZ	SEXI			
060908	peru	CAJAMARCA	SANTA CRUZ	UTICYACU			
060909	peru	CAJAMARCA	SANTA CRUZ	YAUYUCAN			
240102	peru	CALLAO	CALLAO	BELLAVISTA			
240101	peru	CALLAO	CALLAO	CALLAO			
240104	peru	CALLAO	CALLAO	CARMEN DE LA LEGUA - REYNOSO			
240105	peru	CALLAO	CALLAO	LA PERLA			
240103	peru	CALLAO	CALLAO	LA PUNTA			
240107	peru	CALLAO	CALLAO	MI PERÚ			
240106	peru	CALLAO	CALLAO	VENTANILLA			
070201	peru	CUSCO	ACOMAYO	ACOMAYO			
070202	peru	CUSCO	ACOMAYO	ACOPIA			
070203	peru	CUSCO	ACOMAYO	ACOS			
070207	peru	CUSCO	ACOMAYO	MOSOC LLACTA			
070204	peru	CUSCO	ACOMAYO	POMACANCHI			
070205	peru	CUSCO	ACOMAYO	RONDOCAN			
070206	peru	CUSCO	ACOMAYO	SANGARARA			
070309	peru	CUSCO	ANTA	ANCAHUASI			
070301	peru	CUSCO	ANTA	ANTA			
070308	peru	CUSCO	ANTA	CACHIMAYO			
070302	peru	CUSCO	ANTA	CHINCHAYPUJIO			
070303	peru	CUSCO	ANTA	HUAROCONDO			
070304	peru	CUSCO	ANTA	LIMATAMBO			
070305	peru	CUSCO	ANTA	MOLLEPATA			
070306	peru	CUSCO	ANTA	PUCYURA			
070307	peru	CUSCO	ANTA	ZURITE			
070401	peru	CUSCO	CALCA	CALCA			
070402	peru	CUSCO	CALCA	COYA			
070403	peru	CUSCO	CALCA	LAMAY			
070404	peru	CUSCO	CALCA	LARES			
070405	peru	CUSCO	CALCA	PISAC			
070406	peru	CUSCO	CALCA	SAN SALVADOR			
070407	peru	CUSCO	CALCA	TARAY			
070408	peru	CUSCO	CALCA	YANATILE			
070502	peru	CUSCO	CANAS	CHECCA			
070503	peru	CUSCO	CANAS	KUNTURKANKI			
070504	peru	CUSCO	CANAS	LANGUI			
070505	peru	CUSCO	CANAS	LAYO			
070506	peru	CUSCO	CANAS	PAMPAMARCA			
070507	peru	CUSCO	CANAS	QUEHUE			
070508	peru	CUSCO	CANAS	TÚPAC AMARU			
070501	peru	CUSCO	CANAS	YANAOCA			
070603	peru	CUSCO	CANCHIS	CHECACUPE			
070602	peru	CUSCO	CANCHIS	COMBAPATA			
070604	peru	CUSCO	CANCHIS	MARANGANI			
070605	peru	CUSCO	CANCHIS	PITUMARCA			
070606	peru	CUSCO	CANCHIS	SAN PABLO			
070607	peru	CUSCO	CANCHIS	SAN PEDRO			
070601	peru	CUSCO	CANCHIS	SICUANI			
070608	peru	CUSCO	CANCHIS	TINTA			
070702	peru	CUSCO	CHUMBIVILCAS	CAPACMARCA			
070704	peru	CUSCO	CHUMBIVILCAS	CHAMACA			
070703	peru	CUSCO	CHUMBIVILCAS	COLQUEMARCA			
070705	peru	CUSCO	CHUMBIVILCAS	LIVITACA			
070706	peru	CUSCO	CHUMBIVILCAS	LLUSCO			
070707	peru	CUSCO	CHUMBIVILCAS	QUIÑOTA			
070701	peru	CUSCO	CHUMBIVILCAS	SANTO TOMÁS			
070708	peru	CUSCO	CHUMBIVILCAS	VELILLE			
070102	peru	CUSCO	CUSCO	CCORCA			
070101	peru	CUSCO	CUSCO	CUSCO			
070103	peru	CUSCO	CUSCO	POROY			
070104	peru	CUSCO	CUSCO	SAN JERÓNIMO			
070105	peru	CUSCO	CUSCO	SAN SEBASTIÁN			
070106	peru	CUSCO	CUSCO	SANTIAGO			
070107	peru	CUSCO	CUSCO	SAYLLA			
070108	peru	CUSCO	CUSCO	WANCHAQ			
070808	peru	CUSCO	ESPINAR	ALTO PICHIGUA			
070802	peru	CUSCO	ESPINAR	CONDOROMA			
070803	peru	CUSCO	ESPINAR	COPORAQUE			
070801	peru	CUSCO	ESPINAR	ESPINAR			
070804	peru	CUSCO	ESPINAR	OCORURO			
070805	peru	CUSCO	ESPINAR	PALLPATA			
070806	peru	CUSCO	ESPINAR	PICHIGUA			
070807	peru	CUSCO	ESPINAR	SUYCKUTAMBO			
070917	peru	CUSCO	LA CONVENCIÓN	CIELO PUNCO			
070902	peru	CUSCO	LA CONVENCIÓN	ECHARATE			
070903	peru	CUSCO	LA CONVENCIÓN	HUAYOPATA			
070911	peru	CUSCO	LA CONVENCIÓN	INKAWASI			
070909	peru	CUSCO	LA CONVENCIÓN	KIMBIRI			
070916	peru	CUSCO	LA CONVENCIÓN	KUMPIRUSHIATO			
070918	peru	CUSCO	LA CONVENCIÓN	MANITEA			
070904	peru	CUSCO	LA CONVENCIÓN	MARANURA			
070915	peru	CUSCO	LA CONVENCIÓN	MEGANTONI			
070905	peru	CUSCO	LA CONVENCIÓN	OCOBAMBA			
070910	peru	CUSCO	LA CONVENCIÓN	PICHARI			
070908	peru	CUSCO	LA CONVENCIÓN	QUELLOUNO			
070901	peru	CUSCO	LA CONVENCIÓN	SANTA ANA			
070906	peru	CUSCO	LA CONVENCIÓN	SANTA TERESA			
070919	peru	CUSCO	LA CONVENCIÓN	UNIÓN ASHÁNINKA			
070907	peru	CUSCO	LA CONVENCIÓN	VILCABAMBA			
070913	peru	CUSCO	LA CONVENCIÓN	VILLA KINTIARINA			
070912	peru	CUSCO	LA CONVENCIÓN	VILLA VIRGEN			
071002	peru	CUSCO	PARURO	ACCHA			
071003	peru	CUSCO	PARURO	CCAPI			
071004	peru	CUSCO	PARURO	COLCHA			
071005	peru	CUSCO	PARURO	HUANOQUITE			
071006	peru	CUSCO	PARURO	OMACHA			
071008	peru	CUSCO	PARURO	PACCARITAMBO			
071001	peru	CUSCO	PARURO	PARURO			
071009	peru	CUSCO	PARURO	PILLPINTO			
071007	peru	CUSCO	PARURO	YAURISQUE			
071102	peru	CUSCO	PAUCARTAMBO	CAICAY			
071104	peru	CUSCO	PAUCARTAMBO	CHALLABAMBA			
071103	peru	CUSCO	PAUCARTAMBO	COLQUEPATA			
071106	peru	CUSCO	PAUCARTAMBO	HUANCARANI			
071105	peru	CUSCO	PAUCARTAMBO	KOSÑIPATA			
071101	peru	CUSCO	PAUCARTAMBO	PAUCARTAMBO			
071202	peru	CUSCO	QUISPICANCHI	ANDAHUAYLILLAS			
071203	peru	CUSCO	QUISPICANCHI	CAMANTI			
071204	peru	CUSCO	QUISPICANCHI	CCARHUAYO			
071205	peru	CUSCO	QUISPICANCHI	CCATCA			
071206	peru	CUSCO	QUISPICANCHI	CUSIPATA			
071207	peru	CUSCO	QUISPICANCHI	HUARO			
071208	peru	CUSCO	QUISPICANCHI	LUCRE			
071209	peru	CUSCO	QUISPICANCHI	MARCAPATA			
071210	peru	CUSCO	QUISPICANCHI	OCONGATE			
071211	peru	CUSCO	QUISPICANCHI	OROPESA			
071212	peru	CUSCO	QUISPICANCHI	QUIQUIJANA			
071201	peru	CUSCO	QUISPICANCHI	URCOS			
071302	peru	CUSCO	URUBAMBA	CHINCHERO			
071303	peru	CUSCO	URUBAMBA	HUAYLLABAMBA			
071304	peru	CUSCO	URUBAMBA	MACHUPICCHU			
071305	peru	CUSCO	URUBAMBA	MARAS			
071306	peru	CUSCO	URUBAMBA	OLLANTAYTAMBO			
071301	peru	CUSCO	URUBAMBA	URUBAMBA			
071307	peru	CUSCO	URUBAMBA	YUCAY			
940201	exterior				EUROPA	ALEMANIA	BERLÍN
940203	exterior				EUROPA	ALEMANIA	BREMEN
940213	exterior				EUROPA	ALEMANIA	COLONIA
940205	exterior				EUROPA	ALEMANIA	FRANKFURT
940206	exterior				EUROPA	ALEMANIA	HAMBURGO
940245	exterior				EUROPA	ALEMANIA	MÚNICH
940302	exterior				EUROPA	AUSTRIA	VIENA
943601	exterior				EUROPA	BIELORRUSIA	MINSK
940401	exterior				EUROPA	BÉLGICA	AMBERES
940402	exterior				EUROPA	BÉLGICA	BRUSELAS
940403	exterior				EUROPA	BÉLGICA	GANTE
940404	exterior				EUROPA	BÉLGICA	LIEJA
940801	exterior				EUROPA	DINAMARCA	COPENHAGUE
940935	exterior				EUROPA	ESPAÑA	ALMERÍA
940902	exterior				EUROPA	ESPAÑA	BARCELONA
940903	exterior				EUROPA	ESPAÑA	BILBAO
940909	exterior				EUROPA	ESPAÑA	LAS PALMAS
940910	exterior				EUROPA	ESPAÑA	MADRID
940913	exterior				EUROPA	ESPAÑA	MALLORCA
940911	exterior				EUROPA	ESPAÑA	MÁLAGA
940931	exterior				EUROPA	ESPAÑA	OVIEDO
940905	exterior				EUROPA	ESPAÑA	SALAMANCA
940918	exterior				EUROPA	ESPAÑA	SEVILLA
940915	exterior				EUROPA	ESPAÑA	TENERIFE
940920	exterior				EUROPA	ESPAÑA	VALENCIA
940922	exterior				EUROPA	ESPAÑA	VIGO
940917	exterior				EUROPA	ESPAÑA	ZARAGOZA
941001	exterior				EUROPA	FINLANDIA	HELSINKI
941101	exterior				EUROPA	FRANCIA	BURDEOS
941103	exterior				EUROPA	FRANCIA	ESTRASBURGO
941105	exterior				EUROPA	FRANCIA	LYON
941106	exterior				EUROPA	FRANCIA	MARSELLA
941107	exterior				EUROPA	FRANCIA	NIZA
941108	exterior				EUROPA	FRANCIA	PARÍS
941110	exterior				EUROPA	FRANCIA	TOULOUSE
941204	exterior				EUROPA	GRAN BRETAÑA	LONDRES
942001	exterior				EUROPA	GRAN DUCADO DE LUXEMBURGO	LUXEMBURGO
941301	exterior				EUROPA	GRECIA	ATENAS
941401	exterior				EUROPA	HOLANDA	ÁMSTERDAM
941501	exterior				EUROPA	HUNGRÍA	BUDAPEST
941801	exterior				EUROPA	IRLANDA	DUBLÍN
941701	exterior				EUROPA	ITALIA	BOLONIA
941755	exterior				EUROPA	ITALIA	BOLZANO
941703	exterior				EUROPA	ITALIA	FLORENCIA
941704	exterior				EUROPA	ITALIA	GÉNOVA
941717	exterior				EUROPA	ITALIA	MARCAS
941706	exterior				EUROPA	ITALIA	MILÁN
941707	exterior				EUROPA	ITALIA	NÁPOLES
941748	exterior				EUROPA	ITALIA	PERUGIA
941709	exterior				EUROPA	ITALIA	ROMA
941710	exterior				EUROPA	ITALIA	TRIESTE
941711	exterior				EUROPA	ITALIA	TURÍN
943701	exterior				EUROPA	MACEDONIA	SKOPIE
942101	exterior				EUROPA	MALTA	LA VALETTA
942302	exterior				EUROPA	NORUEGA	OSLO
942401	exterior				EUROPA	POLONIA	VARSOVIA
942502	exterior				EUROPA	PORTUGAL	LISBOA
944202	exterior				EUROPA	PRINCIPADO DE ANDORRA	ANDORRA LA VELLA
940601	exterior				EUROPA	REPÚBLICA CHECA	PRAGA
942601	exterior				EUROPA	RUMANÍA	BUCAREST
942604	exterior				EUROPA	RUMANÍA	TIMISOARA
942901	exterior				EUROPA	RUSIA	MOSCÚ
942910	exterior				EUROPA	RUSIA	SAN PETERSBURGO
942701	exterior				EUROPA	SUECIA	ESTOCOLMO
942703	exterior				EUROPA	SUECIA	MALMO
942802	exterior				EUROPA	SUIZA	BERNA
942803	exterior				EUROPA	SUIZA	GINEBRA
080201	peru	HUANCAVELICA	ACOBAMBA	ACOBAMBA			
080203	peru	HUANCAVELICA	ACOBAMBA	ANDABAMBA			
080202	peru	HUANCAVELICA	ACOBAMBA	ANTA			
080204	peru	HUANCAVELICA	ACOBAMBA	CAJA			
080205	peru	HUANCAVELICA	ACOBAMBA	MARCAS			
080206	peru	HUANCAVELICA	ACOBAMBA	PAUCARA			
080207	peru	HUANCAVELICA	ACOBAMBA	POMACOCHA			
080208	peru	HUANCAVELICA	ACOBAMBA	ROSARIO			
080302	peru	HUANCAVELICA	ANGARAES	ANCHONGA			
080303	peru	HUANCAVELICA	ANGARAES	CALLANMARCA			
080312	peru	HUANCAVELICA	ANGARAES	CCOCHACCASA			
080305	peru	HUANCAVELICA	ANGARAES	CHINCHO			
080304	peru	HUANCAVELICA	ANGARAES	CONGALLA			
080306	peru	HUANCAVELICA	ANGARAES	HUALLAY - GRANDE			
080307	peru	HUANCAVELICA	ANGARAES	HUANCA-HUANCA			
080308	peru	HUANCAVELICA	ANGARAES	JULCAMARCA			
080301	peru	HUANCAVELICA	ANGARAES	LIRCAY			
080309	peru	HUANCAVELICA	ANGARAES	SAN ANTONIO DE ANTAPARCO			
080310	peru	HUANCAVELICA	ANGARAES	SANTO TOMÁS DE PATA			
080311	peru	HUANCAVELICA	ANGARAES	SECCLLA			
080402	peru	HUANCAVELICA	CASTROVIRREYNA	ARMA			
080403	peru	HUANCAVELICA	CASTROVIRREYNA	AURAHUA			
080405	peru	HUANCAVELICA	CASTROVIRREYNA	CAPILLAS			
