ubigeo	ambito	departamento	provincia	distrito	continente	pais	ciudad
020401	peru	ÁNCASH	CARHUAZ	CARHUAZ			
020406	peru	ÁNCASH	CARHUAZ	MARCARA			
020407	peru	ÁNCASH	CARHUAZ	PARIAHUANCA			
020408	peru	ÁNCASH	CARHUAZ	SAN MIGUEL DE ACO			
020409	peru	ÁNCASH	CARHUAZ	SHILLA			
020410	peru	ÁNCASH	CARHUAZ	TINCO			
020411	peru	ÁNCASH	CARHUAZ	YUNGAR			
021701	peru	ÁNCASH	CARLOS FERMÍN FITZCARRALD	SAN LUIS			
021703	peru	ÁNCASH	CARLOS FERMÍN FITZCARRALD	SAN NICOLÁS			
021702	peru	ÁNCASH	CARLOS FERMÍN FITZCARRALD	YAUYA			
020502	peru	ÁNCASH	CASMA	BUENA VISTA ALTA			
020501	peru	ÁNCASH	CASMA	CASMA			
020503	peru	ÁNCASH	CASMA	COMANDANTE NOEL			
020505	peru	ÁNCASH	CASMA	YAUTAN			
020602	peru	ÁNCASH	CORONGO	ACO			
020603	peru	ÁNCASH	CORONGO	BAMBAS			
020601	peru	ÁNCASH	CORONGO	CORONGO			
020604	peru	ÁNCASH	CORONGO	CUSCA			
020605	peru	ÁNCASH	CORONGO	LA PAMPA			
020606	peru	ÁNCASH	CORONGO	YANAC			
020607	peru	ÁNCASH	CORONGO	YUPAN			
020103	peru	ÁNCASH	HUARAZ	COCHABAMBA			
020104	peru	ÁNCASH	HUARAZ	COLCABAMBA			
020105	peru	ÁNCASH	HUARAZ	HUANCHAY			
020101	peru	ÁNCASH	HUARAZ	HUARAZ			
020102	peru	ÁNCASH	HUARAZ	INDEPENDENCIA			
020106	peru	ÁNCASH	HUARAZ	JANGAS			
020107	peru	ÁNCASH	HUARAZ	LA LIBERTAD			
020108	peru	ÁNCASH	HUARAZ	OLLEROS			
020109	peru	ÁNCASH	HUARAZ	PAMPAS GRANDE			
020110	peru	ÁNCASH	HUARAZ	PARIACOTO			
020111	peru	ÁNCASH	HUARAZ	PIRA			
020112	peru	ÁNCASH	HUARAZ	TARICA			
020816	peru	ÁNCASH	HUARI	ANRA			
020802	peru	ÁNCASH	HUARI	CAJAY			
020803	peru	ÁNCASH	HUARI	CHAVÍN DE HUÁNTAR			
020804	peru	ÁNCASH	HUARI	HUACACHI			
020806	peru	ÁNCASH	HUARI	HUACCHIS			
020805	peru	ÁNCASH	HUARI	HUACHIS			
020807	peru	ÁNCASH	HUARI	HUANTAR			
020801	peru	ÁNCASH	HUARI	HUARI			
020808	peru	ÁNCASH	HUARI	MASIN			
020809	peru	ÁNCASH	HUARI	PAUCAS			
020810	peru	ÁNCASH	HUARI	PONTO			
020811	peru	ÁNCASH	HUARI	RAHUAPAMPA			
020812	peru	ÁNCASH	HUARI	RAPAYAN			
020813	peru	ÁNCASH	HUARI	SAN MARCOS			
020814	peru	ÁNCASH	HUARI	SAN PEDRO DE CHANA			
020815	peru	ÁNCASH	HUARI	UCO			
021902	peru	ÁNCASH	HUARMEY	COCHAPETI			
021905	peru	ÁNCASH	HUARMEY	CULEBRAS			
021901	peru	ÁNCASH	HUARMEY	HUARMEY			
021903	peru	ÁNCASH	HUARMEY	HUAYAN			
021904	peru	ÁNCASH	HUARMEY	MALVAS			
020701	peru	ÁNCASH	HUAYLAS	CARAZ			
020702	peru	ÁNCASH	HUAYLAS	HUALLANCA			
020703	peru	ÁNCASH	HUAYLAS	HUATA			
020704	peru	ÁNCASH	HUAYLAS	HUAYLAS			
020705	peru	ÁNCASH	HUAYLAS	MATO			
020706	peru	ÁNCASH	HUAYLAS	PAMPAROMAS			
020707	peru	ÁNCASH	HUAYLAS	PUEBLO LIBRE			
020708	peru	ÁNCASH	HUAYLAS	SANTA CRUZ			
020710	peru	ÁNCASH	HUAYLAS	SANTO TORIBIO			
020709	peru	ÁNCASH	HUAYLAS	YURACMARCA			
020902	peru	ÁNCASH	MARISCAL LUZURIAGA	CASCA			
020908	peru	ÁNCASH	MARISCAL LUZURIAGA	ELEAZAR GUZMÁN BARRÓN			
020904	peru	ÁNCASH	MARISCAL LUZURIAGA	FIDEL OLIVAS ESCUDERO			
020905	peru	ÁNCASH	MARISCAL LUZURIAGA	LLAMA			
020906	peru	ÁNCASH	MARISCAL LUZURIAGA	LLUMPA			
020903	peru	ÁNCASH	MARISCAL LUZURIAGA	LUCMA			
020907	peru	ÁNCASH	MARISCAL LUZURIAGA	MUSGA			
020901	peru	ÁNCASH	MARISCAL LUZURIAGA	PISCOBAMBA			
022001	peru	ÁNCASH	OCROS	ACAS			
022002	peru	ÁNCASH	OCROS	CAJAMARQUILLA			
022003	peru	ÁNCASH	OCROS	CARHUAPAMPA			
022004	peru	ÁNCASH	OCROS	COCHAS			
022005	peru	ÁNCASH	OCROS	CONGAS			
022006	peru	ÁNCASH	OCROS	LLIPA			
022007	peru	ÁNCASH	OCROS	OCROS			
022008	peru	ÁNCASH	OCROS	SAN CRISTÓBAL DE RAJAN			
022009	peru	ÁNCASH	OCROS	SAN PEDRO			
022010	peru	ÁNCASH	OCROS	SANTIAGO DE CHILCAS			
021002	peru	ÁNCASH	PALLASCA	BOLOGNESI			
021001	peru	ÁNCASH	PALLASCA	CABANA			
021003	peru	ÁNCASH	PALLASCA	CONCHUCOS			
021004	peru	ÁNCASH	PALLASCA	HUACASCHUQUE			
021005	peru	ÁNCASH	PALLASCA	HUANDOVAL			
021006	peru	ÁNCASH	PALLASCA	LACABAMBA			
021007	peru	ÁNCASH	PALLASCA	LLAPO			
021008	peru	ÁNCASH	PALLASCA	PALLASCA			
021009	peru	ÁNCASH	PALLASCA	PAMPAS			
021010	peru	ÁNCASH	PALLASCA	SANTA ROSA			
021011	peru	ÁNCASH	PALLASCA	TAUCA			
021102	peru	ÁNCASH	POMABAMBA	HUAYLLAN			
021103	peru	ÁNCASH	POMABAMBA	PAROBAMBA			
021101	peru	ÁNCASH	POMABAMBA	POMABAMBA			
021104	peru	ÁNCASH	POMABAMBA	QUINUABAMBA			
021210	peru	ÁNCASH	RECUAY	CATAC			
021202	peru	ÁNCASH	RECUAY	COTAPARACO			
021203	peru	ÁNCASH	RECUAY	HUAYLLAPAMPA			
021209	peru	ÁNCASH	RECUAY	LLACLLIN			
021204	peru	ÁNCASH	RECUAY	MARCA			
021205	peru	ÁNCASH	RECUAY	PAMPAS CHICO			
021206	peru	ÁNCASH	RECUAY	PARARIN			
021201	peru	ÁNCASH	RECUAY	RECUAY			
021207	peru	ÁNCASH	RECUAY	TAPACOCHA			
021208	peru	ÁNCASH	RECUAY	TICAPAMPA			
021302	peru	ÁNCASH	SANTA	CACERES DEL PERÚ			
021301	peru	ÁNCASH	SANTA	CHIMBOTE			
021308	peru	ÁNCASH	SANTA	COISHCO			
021303	peru	ÁNCASH	SANTA	MACATE			
021304	peru	ÁNCASH	SANTA	MORO			
021305	peru	ÁNCASH	SANTA	NEPEÑA			
021309	peru	ÁNCASH	SANTA	NUEVO CHIMBOTE			
021306	peru	ÁNCASH	SANTA	SAMANCO			
021307	peru	ÁNCASH	SANTA	SANTA			
021407	peru	ÁNCASH	SIHUAS	ACOBAMBA			
021402	peru	ÁNCASH	SIHUAS	ALFONSO UGARTE			
021408	peru	ÁNCASH	SIHUAS	CASHAPAMPA			
021403	peru	ÁNCASH	SIHUAS	CHINGALPO			
021404	peru	ÁNCASH	SIHUAS	HUAYLLABAMBA			
021405	peru	ÁNCASH	SIHUAS	QUICHES			
021409	peru	ÁNCASH	SIHUAS	RAGASH			
021410	peru	ÁNCASH	SIHUAS	SAN JUAN			
021406	peru	ÁNCASH	SIHUAS	SICSIBAMBA			
021401	peru	ÁNCASH	SIHUAS	SIHUAS			
021502	peru	ÁNCASH	YUNGAY	CASCAPARA			
021503	peru	ÁNCASH	YUNGAY	MANCOS			
021504	peru	ÁNCASH	YUNGAY	MATACOTO			
021505	peru	ÁNCASH	YUNGAY	QUILLO			
021506	peru	ÁNCASH	YUNGAY	RANRAHIRCA			
021507	peru	ÁNCASH	YUNGAY	SHUPLUY			
021508	peru	ÁNCASH	YUNGAY	YANAMA			
021501	peru	ÁNCASH	YUNGAY	YUNGAY			
