id_eleccion	ubigeo	partido_id	nombre_candidato	nombre_agrupacion_politica	votos_validos	pct_votos_validos	pct_votos_emitidos	total_votos_validos_geo	total_votos_emitidos_geo	fuente
10	020900	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	5266	81.328	75.078	6475	7014	local_agregado
10	020900	8	FUERZA POPULAR	FUERZA POPULAR	1345	20.772	19.176	6475	7014	local_agregado
10	020900	80	VOTOS EN BLANCO	VOTOS EN BLANCO	128	1.977	1.825	6475	7014	local_agregado
10	020900	81	VOTOS NULOS	VOTOS NULOS	427	6.595	6.088	6475	7014	local_agregado
10	020900	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	6475	7014	local_agregado
10	021000	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	5401	69.439	63.842	7778	8460	local_agregado
10	021000	8	FUERZA POPULAR	FUERZA POPULAR	2649	34.058	31.312	7778	8460	local_agregado
10	021000	80	VOTOS EN BLANCO	VOTOS EN BLANCO	94	1.209	1.111	7778	8460	local_agregado
10	021000	81	VOTOS NULOS	VOTOS NULOS	612	7.868	7.234	7778	8460	local_agregado
10	021000	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	7778	8460	local_agregado
10	021100	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	6086	73.325	66.608	8300	9137	local_agregado
10	021100	8	FUERZA POPULAR	FUERZA POPULAR	2214	26.675	24.231	8300	9137	local_agregado
10	021100	80	VOTOS EN BLANCO	VOTOS EN BLANCO	164	1.976	1.795	8300	9137	local_agregado
10	021100	81	VOTOS NULOS	VOTOS NULOS	673	8.108	7.366	8300	9137	local_agregado
10	021100	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	8300	9137	local_agregado
10	021200	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	6753	71.152	67.107	9491	10063	local_agregado
10	021200	8	FUERZA POPULAR	FUERZA POPULAR	2865	30.186	28.471	9491	10063	local_agregado
10	021200	80	VOTOS EN BLANCO	VOTOS EN BLANCO	78	0.822	0.775	9491	10063	local_agregado
10	021200	81	VOTOS NULOS	VOTOS NULOS	496	5.226	4.929	9491	10063	local_agregado
10	021200	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	9491	10063	local_agregado
10	021300	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	125715	50.133	45.748	250763	274801	local_agregado
10	021300	8	FUERZA POPULAR	FUERZA POPULAR	128206	51.126	46.654	250763	274801	local_agregado
10	021300	80	VOTOS EN BLANCO	VOTOS EN BLANCO	1656	0.66	0.603	250763	274801	local_agregado
10	021300	81	VOTOS NULOS	VOTOS NULOS	22806	9.095	8.299	250763	274801	local_agregado
10	021300	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	9	0.004	0.003	250763	274801	local_agregado
10	021400	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	5878	70.152	64.807	8379	9070	local_agregado
10	021400	8	FUERZA POPULAR	FUERZA POPULAR	2501	29.848	27.574	8379	9070	local_agregado
10	021400	80	VOTOS EN BLANCO	VOTOS EN BLANCO	106	1.265	1.169	8379	9070	local_agregado
10	021400	81	VOTOS NULOS	VOTOS NULOS	585	6.982	6.45	8379	9070	local_agregado
10	021400	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	8379	9070	local_agregado
10	021500	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	15069	64.785	58.721	23260	25662	local_agregado
10	021500	8	FUERZA POPULAR	FUERZA POPULAR	8375	36.006	32.636	23260	25662	local_agregado
10	021500	80	VOTOS EN BLANCO	VOTOS EN BLANCO	341	1.466	1.329	23260	25662	local_agregado
10	021500	81	VOTOS NULOS	VOTOS NULOS	2072	8.908	8.074	23260	25662	local_agregado
10	021500	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	1	0.004	0.004	23260	25662	local_agregado
10	021600	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	3292	80.746	74.412	4077	4424	local_agregado
10	021600	8	FUERZA POPULAR	FUERZA POPULAR	785	19.254	17.744	4077	4424	local_agregado
10	021600	80	VOTOS EN BLANCO	VOTOS EN BLANCO	62	1.521	1.401	4077	4424	local_agregado
10	021600	81	VOTOS NULOS	VOTOS NULOS	285	6.99	6.442	4077	4424	local_agregado
10	021600	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	4077	4424	local_agregado
10	021700	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	4048	79.953	71.913	5063	5629	local_agregado
10	021700	8	FUERZA POPULAR	FUERZA POPULAR	1151	22.734	20.448	5063	5629	local_agregado
10	021700	80	VOTOS EN BLANCO	VOTOS EN BLANCO	93	1.837	1.652	5063	5629	local_agregado
10	021700	81	VOTOS NULOS	VOTOS NULOS	482	9.52	8.563	5063	5629	local_agregado
10	021700	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	5063	5629	local_agregado
10	021800	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	2222	76.753	68.327	2895	3252	local_agregado
10	021800	8	FUERZA POPULAR	FUERZA POPULAR	824	28.463	25.338	2895	3252	local_agregado
10	021800	80	VOTOS EN BLANCO	VOTOS EN BLANCO	64	2.211	1.968	2895	3252	local_agregado
10	021800	81	VOTOS NULOS	VOTOS NULOS	306	10.57	9.41	2895	3252	local_agregado
10	021800	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	1	0.035	0.031	2895	3252	local_agregado
10	021900	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	8235	47.003	44.7	17520	18423	local_agregado
10	021900	8	FUERZA POPULAR	FUERZA POPULAR	9826	56.084	53.336	17520	18423	local_agregado
10	021900	80	VOTOS EN BLANCO	VOTOS EN BLANCO	220	1.256	1.194	17520	18423	local_agregado
10	021900	81	VOTOS NULOS	VOTOS NULOS	854	4.874	4.636	17520	18423	local_agregado
10	021900	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	1	0.006	0.005	17520	18423	local_agregado
10	022000	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	1446	47.802	45.817	3025	3156	local_agregado
10	022000	8	FUERZA POPULAR	FUERZA POPULAR	1579	52.198	50.032	3025	3156	local_agregado
10	022000	80	VOTOS EN BLANCO	VOTOS EN BLANCO	24	0.793	0.76	3025	3156	local_agregado
10	022000	81	VOTOS NULOS	VOTOS NULOS	107	3.537	3.39	3025	3156	local_agregado
10	022000	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	3025	3156	local_agregado
10	030100	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	41518	71.975	67.577	57684	61438	local_agregado
10	030100	8	FUERZA POPULAR	FUERZA POPULAR	16572	28.729	26.974	57684	61438	local_agregado
10	030100	80	VOTOS EN BLANCO	VOTOS EN BLANCO	404	0.7	0.658	57684	61438	local_agregado
10	030100	81	VOTOS NULOS	VOTOS NULOS	3386	5.87	5.511	57684	61438	local_agregado
10	030100	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	2	0.003	0.003	57684	61438	local_agregado
10	030200	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	10614	79.961	76.07	13274	13953	local_agregado
10	030200	8	FUERZA POPULAR	FUERZA POPULAR	2660	20.039	19.064	13274	13953	local_agregado
10	030200	80	VOTOS EN BLANCO	VOTOS EN BLANCO	112	0.844	0.803	13274	13953	local_agregado
10	030200	81	VOTOS NULOS	VOTOS NULOS	567	4.272	4.064	13274	13953	local_agregado
10	030200	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	13274	13953	local_agregado
10	030300	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	61901	83.288	78.724	74322	78630	local_agregado
10	030300	8	FUERZA POPULAR	FUERZA POPULAR	12941	17.412	16.458	74322	78630	local_agregado
10	030300	80	VOTOS EN BLANCO	VOTOS EN BLANCO	564	0.759	0.717	74322	78630	local_agregado
10	030300	81	VOTOS NULOS	VOTOS NULOS	3772	5.075	4.797	74322	78630	local_agregado
10	030300	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	2	0.003	0.003	74322	78630	local_agregado
10	030400	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	4960	84.512	80.181	5869	6186	local_agregado
10	030400	8	FUERZA POPULAR	FUERZA POPULAR	909	15.488	14.694	5869	6186	local_agregado
10	030400	80	VOTOS EN BLANCO	VOTOS EN BLANCO	70	1.193	1.132	5869	6186	local_agregado
10	030400	81	VOTOS NULOS	VOTOS NULOS	247	4.209	3.993	5869	6186	local_agregado
10	030400	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	5869	6186	local_agregado
10	030500	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	18092	88.185	81.824	20516	22111	local_agregado
10	030500	8	FUERZA POPULAR	FUERZA POPULAR	2554	12.449	11.551	20516	22111	local_agregado
10	030500	80	VOTOS EN BLANCO	VOTOS EN BLANCO	246	1.199	1.113	20516	22111	local_agregado
10	030500	81	VOTOS NULOS	VOTOS NULOS	1361	6.634	6.155	20516	22111	local_agregado
10	030500	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	20516	22111	local_agregado
10	030600	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	9212	90.014	85.447	10234	10781	local_agregado
10	030600	8	FUERZA POPULAR	FUERZA POPULAR	1178	11.511	10.927	10234	10781	local_agregado
10	030600	80	VOTOS EN BLANCO	VOTOS EN BLANCO	85	0.831	0.788	10234	10781	local_agregado
10	030600	81	VOTOS NULOS	VOTOS NULOS	471	4.602	4.369	10234	10781	local_agregado
10	030600	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	10234	10781	local_agregado
10	030700	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	19167	83.713	79.268	22896	24180	local_agregado
10	030700	8	FUERZA POPULAR	FUERZA POPULAR	3729	16.287	15.422	22896	24180	local_agregado
10	030700	80	VOTOS EN BLANCO	VOTOS EN BLANCO	171	0.747	0.707	22896	24180	local_agregado
10	030700	81	VOTOS NULOS	VOTOS NULOS	1113	4.861	4.603	22896	24180	local_agregado
10	030700	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	22896	24180	local_agregado
10	040100	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	447526	61.647	57.682	725950	775847	local_agregado
10	040100	8	FUERZA POPULAR	FUERZA POPULAR	280877	38.691	36.203	725950	775847	local_agregado
10	040100	80	VOTOS EN BLANCO	VOTOS EN BLANCO	2647	0.365	0.341	725950	775847	local_agregado
10	040100	81	VOTOS NULOS	VOTOS NULOS	47339	6.521	6.102	725950	775847	local_agregado
10	040100	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	79	0.011	0.01	725950	775847	local_agregado
10	040200	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	48856	82.907	78.712	58929	62069	local_agregado
10	040200	8	FUERZA POPULAR	FUERZA POPULAR	10073	17.093	16.229	58929	62069	local_agregado
10	040200	80	VOTOS EN BLANCO	VOTOS EN BLANCO	313	0.531	0.504	58929	62069	local_agregado
10	040200	81	VOTOS NULOS	VOTOS NULOS	2827	4.797	4.555	58929	62069	local_agregado
10	040200	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	58929	62069	local_agregado
10	040300	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	21207	60.814	57.562	34872	36842	local_agregado
10	040300	8	FUERZA POPULAR	FUERZA POPULAR	14534	41.678	39.45	34872	36842	local_agregado
10	040300	80	VOTOS EN BLANCO	VOTOS EN BLANCO	194	0.556	0.527	34872	36842	local_agregado
10	040300	81	VOTOS NULOS	VOTOS NULOS	1820	5.219	4.94	34872	36842	local_agregado
10	040300	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	12	0.034	0.033	34872	36842	local_agregado
10	040400	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	12439	58.794	56.133	21157	22160	local_agregado
10	040400	8	FUERZA POPULAR	FUERZA POPULAR	8904	42.085	40.181	21157	22160	local_agregado
10	040400	80	VOTOS EN BLANCO	VOTOS EN BLANCO	153	0.723	0.69	21157	22160	local_agregado
10	040400	81	VOTOS NULOS	VOTOS NULOS	874	4.131	3.944	21157	22160	local_agregado
10	040400	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	3	0.014	0.014	21157	22160	local_agregado
10	040500	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	12089	71.856	67.95	16824	17791	local_agregado
10	040500	8	FUERZA POPULAR	FUERZA POPULAR	4735	28.144	26.615	16824	17791	local_agregado
10	040500	80	VOTOS EN BLANCO	VOTOS EN BLANCO	121	0.719	0.68	16824	17791	local_agregado
10	040500	81	VOTOS NULOS	VOTOS NULOS	846	5.029	4.755	16824	17791	local_agregado
10	040500	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	16824	17791	local_agregado
10	040600	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	6143	83.137	79.439	7389	7733	local_agregado
10	040600	8	FUERZA POPULAR	FUERZA POPULAR	1382	18.703	17.871	7389	7733	local_agregado
10	040600	80	VOTOS EN BLANCO	VOTOS EN BLANCO	41	0.555	0.53	7389	7733	local_agregado
10	040600	81	VOTOS NULOS	VOTOS NULOS	313	4.236	4.048	7389	7733	local_agregado
10	040600	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	7389	7733	local_agregado
10	040700	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	26023	71.803	67.945	36242	38300	local_agregado
10	040700	8	FUERZA POPULAR	FUERZA POPULAR	11707	32.302	30.567	36242	38300	local_agregado
10	040700	80	VOTOS EN BLANCO	VOTOS EN BLANCO	165	0.455	0.431	36242	38300	local_agregado
10	040700	81	VOTOS NULOS	VOTOS NULOS	1969	5.433	5.141	36242	38300	local_agregado
10	040700	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	2	0.006	0.005	36242	38300	local_agregado
10	040800	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	4310	82.869	76.283	5201	5650	local_agregado
10	040800	8	FUERZA POPULAR	FUERZA POPULAR	891	17.131	15.77	5201	5650	local_agregado
10	040800	80	VOTOS EN BLANCO	VOTOS EN BLANCO	100	1.923	1.77	5201	5650	local_agregado
10	040800	81	VOTOS NULOS	VOTOS NULOS	349	6.71	6.177	5201	5650	local_agregado
10	040800	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	5201	5650	local_agregado
10	050100	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	115087	77.62	73.696	148270	156164	local_agregado
10	050100	8	FUERZA POPULAR	FUERZA POPULAR	35011	23.613	22.419	148270	156164	local_agregado
10	050100	80	VOTOS EN BLANCO	VOTOS EN BLANCO	792	0.534	0.507	148270	156164	local_agregado
10	050100	81	VOTOS NULOS	VOTOS NULOS	7216	4.867	4.621	148270	156164	local_agregado
10	050100	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	8	0.005	0.005	148270	156164	local_agregado
10	050200	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	10458	85.295	79.997	12261	13073	local_agregado
10	050200	8	FUERZA POPULAR	FUERZA POPULAR	1803	14.705	13.792	12261	13073	local_agregado
10	050200	80	VOTOS EN BLANCO	VOTOS EN BLANCO	120	0.979	0.918	12261	13073	local_agregado
10	050200	81	VOTOS NULOS	VOTOS NULOS	692	5.644	5.293	12261	13073	local_agregado
10	050200	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	12261	13073	local_agregado
10	050300	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	34166	78.909	74.701	43298	45737	local_agregado
10	050300	8	FUERZA POPULAR	FUERZA POPULAR	9346	21.585	20.434	43298	45737	local_agregado
10	050300	80	VOTOS EN BLANCO	VOTOS EN BLANCO	351	0.811	0.767	43298	45737	local_agregado
10	050300	81	VOTOS NULOS	VOTOS NULOS	2101	4.852	4.594	43298	45737	local_agregado
10	050300	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	43298	45737	local_agregado
10	050400	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	26154	80.76	76.326	32385	34266	local_agregado
10	050400	8	FUERZA POPULAR	FUERZA POPULAR	6426	19.843	18.753	32385	34266	local_agregado
10	050400	80	VOTOS EN BLANCO	VOTOS EN BLANCO	289	0.892	0.843	32385	34266	local_agregado
10	050400	81	VOTOS NULOS	VOTOS NULOS	1601	4.944	4.672	32385	34266	local_agregado
10	050400	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	32385	34266	local_agregado
10	050500	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	14957	77.731	73.767	19242	20276	local_agregado
10	050500	8	FUERZA POPULAR	FUERZA POPULAR	4285	22.269	21.133	19242	20276	local_agregado
10	050500	80	VOTOS EN BLANCO	VOTOS EN BLANCO	137	0.712	0.676	19242	20276	local_agregado
10	050500	81	VOTOS NULOS	VOTOS NULOS	897	4.662	4.424	19242	20276	local_agregado
10	050500	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	19242	20276	local_agregado
10	050600	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	8029	84.003	79.661	9558	10079	local_agregado
10	050600	8	FUERZA POPULAR	FUERZA POPULAR	1529	15.997	15.17	9558	10079	local_agregado
10	050600	80	VOTOS EN BLANCO	VOTOS EN BLANCO	62	0.649	0.615	9558	10079	local_agregado
10	050600	81	VOTOS NULOS	VOTOS NULOS	459	4.802	4.554	9558	10079	local_agregado
10	050600	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	9558	10079	local_agregado
10	050700	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	6627	87.95	83.338	7535	7952	local_agregado
10	050700	8	FUERZA POPULAR	FUERZA POPULAR	908	12.05	11.419	7535	7952	local_agregado
10	050700	80	VOTOS EN BLANCO	VOTOS EN BLANCO	63	0.836	0.792	7535	7952	local_agregado
10	050700	81	VOTOS NULOS	VOTOS NULOS	354	4.698	4.452	7535	7952	local_agregado
10	050700	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	7535	7952	local_agregado
10	050800	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	3009	86.815	83.237	3466	3615	local_agregado
10	050800	8	FUERZA POPULAR	FUERZA POPULAR	457	13.185	12.642	3466	3615	local_agregado
10	050800	80	VOTOS EN BLANCO	VOTOS EN BLANCO	25	0.721	0.692	3466	3615	local_agregado
10	050800	81	VOTOS NULOS	VOTOS NULOS	124	3.578	3.43	3466	3615	local_agregado
10	050800	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	3466	3615	local_agregado
10	050900	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	7257	83.935	78.074	8646	9295	local_agregado
10	050900	8	FUERZA POPULAR	FUERZA POPULAR	1389	16.065	14.944	8646	9295	local_agregado
10	050900	80	VOTOS EN BLANCO	VOTOS EN BLANCO	88	1.018	0.947	8646	9295	local_agregado
10	050900	81	VOTOS NULOS	VOTOS NULOS	561	6.489	6.036	8646	9295	local_agregado
10	050900	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	8646	9295	local_agregado
10	051000	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	3462	76.899	73.41	4502	4716	local_agregado
10	051000	8	FUERZA POPULAR	FUERZA POPULAR	1040	23.101	22.053	4502	4716	local_agregado
10	051000	80	VOTOS EN BLANCO	VOTOS EN BLANCO	41	0.911	0.869	4502	4716	local_agregado
10	051000	81	VOTOS NULOS	VOTOS NULOS	173	3.843	3.668	4502	4716	local_agregado
10	051000	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	4502	4716	local_agregado
10	051100	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	3452	80.373	76.102	4295	4536	local_agregado
10	051100	8	FUERZA POPULAR	FUERZA POPULAR	843	19.627	18.585	4295	4536	local_agregado
10	051100	80	VOTOS EN BLANCO	VOTOS EN BLANCO	69	1.607	1.521	4295	4536	local_agregado
10	051100	81	VOTOS NULOS	VOTOS NULOS	172	4.005	3.792	4295	4536	local_agregado
10	051100	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	4295	4536	local_agregado
10	060100	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	103474	53.754	49.369	192494	209595	local_agregado
10	060100	8	FUERZA POPULAR	FUERZA POPULAR	91193	47.374	43.509	192494	209595	local_agregado
10	060100	80	VOTOS EN BLANCO	VOTOS EN BLANCO	1732	0.9	0.826	192494	209595	local_agregado
10	060100	81	VOTOS NULOS	VOTOS NULOS	15652	8.131	7.468	192494	209595	local_agregado
10	060100	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	189	0.098	0.09	192494	209595	local_agregado
10	060200	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	15296	56.742	51.205	26957	29872	local_agregado
10	060200	8	FUERZA POPULAR	FUERZA POPULAR	11855	43.977	39.686	26957	29872	local_agregado
10	060200	80	VOTOS EN BLANCO	VOTOS EN BLANCO	313	1.161	1.048	26957	29872	local_agregado
10	060200	81	VOTOS NULOS	VOTOS NULOS	2608	9.675	8.731	26957	29872	local_agregado
10	060200	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	26957	29872	local_agregado
10	060300	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	19662	73.599	68.361	26715	28762	local_agregado
10	060300	8	FUERZA POPULAR	FUERZA POPULAR	7587	28.4	26.379	26715	28762	local_agregado
10	060300	80	VOTOS EN BLANCO	VOTOS EN BLANCO	424	1.587	1.474	26715	28762	local_agregado
10	060300	81	VOTOS NULOS	VOTOS NULOS	1789	6.697	6.22	26715	28762	local_agregado
10	060300	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	26715	28762	local_agregado
10	060400	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	6968	58.698	54.953	11871	12680	local_agregado
10	060400	8	FUERZA POPULAR	FUERZA POPULAR	4903	41.302	38.667	11871	12680	local_agregado
10	060400	80	VOTOS EN BLANCO	VOTOS EN BLANCO	120	1.011	0.946	11871	12680	local_agregado
10	060400	81	VOTOS NULOS	VOTOS NULOS	689	5.804	5.434	11871	12680	local_agregado
10	060400	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	11871	12680	local_agregado
10	060500	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	38320	70.068	65.256	54690	58723	local_agregado
10	060500	8	FUERZA POPULAR	FUERZA POPULAR	16370	29.932	27.877	54690	58723	local_agregado
10	060500	80	VOTOS EN BLANCO	VOTOS EN BLANCO	541	0.989	0.921	54690	58723	local_agregado
10	060500	81	VOTOS NULOS	VOTOS NULOS	3492	6.385	5.947	54690	58723	local_agregado
10	060500	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	54690	58723	local_agregado
10	060600	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	53589	78.446	73.213	68313	73196	local_agregado
10	060600	8	FUERZA POPULAR	FUERZA POPULAR	14988	21.94	20.477	68313	73196	local_agregado
10	060600	80	VOTOS EN BLANCO	VOTOS EN BLANCO	736	1.077	1.006	68313	73196	local_agregado
10	060600	81	VOTOS NULOS	VOTOS NULOS	4165	6.097	5.69	68313	73196	local_agregado
10	060600	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	68313	73196	local_agregado
10	060700	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	28784	81.585	74.025	35281	38884	local_agregado
10	060700	8	FUERZA POPULAR	FUERZA POPULAR	6497	18.415	16.709	35281	38884	local_agregado
10	060700	80	VOTOS EN BLANCO	VOTOS EN BLANCO	491	1.392	1.263	35281	38884	local_agregado
10	060700	81	VOTOS NULOS	VOTOS NULOS	3112	8.821	8.003	35281	38884	local_agregado
10	060700	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	35281	38884	local_agregado
10	060800	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	67810	68.531	64.426	98948	105252	local_agregado
10	060800	8	FUERZA POPULAR	FUERZA POPULAR	31729	32.066	30.146	98948	105252	local_agregado
10	060800	80	VOTOS EN BLANCO	VOTOS EN BLANCO	835	0.844	0.793	98948	105252	local_agregado
10	060800	81	VOTOS NULOS	VOTOS NULOS	5638	5.698	5.357	98948	105252	local_agregado
10	060800	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	98948	105252	local_agregado
10	060900	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	11321	68.579	64.959	16508	17428	local_agregado
10	060900	8	FUERZA POPULAR	FUERZA POPULAR	5315	32.197	30.497	16508	17428	local_agregado
10	060900	80	VOTOS EN BLANCO	VOTOS EN BLANCO	149	0.903	0.855	16508	17428	local_agregado
10	060900	81	VOTOS NULOS	VOTOS NULOS	777	4.707	4.458	16508	17428	local_agregado
10	060900	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	16508	17428	local_agregado
10	061000	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	12766	65.01	60.718	19637	21025	local_agregado
10	061000	8	FUERZA POPULAR	FUERZA POPULAR	6871	34.99	32.68	19637	21025	local_agregado
10	061000	80	VOTOS EN BLANCO	VOTOS EN BLANCO	248	1.263	1.18	19637	21025	local_agregado
10	061000	81	VOTOS NULOS	VOTOS NULOS	1140	5.805	5.422	19637	21025	local_agregado
10	061000	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	19637	21025	local_agregado
10	061100	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	43182	77.852	73.202	55467	58990	local_agregado
10	061100	8	FUERZA POPULAR	FUERZA POPULAR	12467	22.476	21.134	55467	58990	local_agregado
10	061100	80	VOTOS EN BLANCO	VOTOS EN BLANCO	403	0.727	0.683	55467	58990	local_agregado
10	061100	81	VOTOS NULOS	VOTOS NULOS	3131	5.645	5.308	55467	58990	local_agregado
10	061100	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	55467	58990	local_agregado
10	061200	10	JUNTOS POR EL PERÚ	JUNTOS POR EL PERÚ	9994	60.943	55.646	16399	17960	local_agregado
10	061200	8	FUERZA POPULAR	FUERZA POPULAR	6405	39.057	35.663	16399	17960	local_agregado
10	061200	80	VOTOS EN BLANCO	VOTOS EN BLANCO	204	1.244	1.136	16399	17960	local_agregado
10	061200	81	VOTOS NULOS	VOTOS NULOS	1357	8.275	7.556	16399	17960	local_agregado
10	061200	82	VOTOS IMPUGNADOS	VOTOS IMPUGNADOS	0	0.0	0.0	16399	17960	local_agregado
